Pain Reliever	Acetaminophen
Unishield Ibuprofen	Ibuprofen
Sunmark pain reliever extra strength	Acetaminophen
sunmark ibuprofen	Ibuprofen
Sunmark ibuprofen childrens	Ibuprofen
sunmark ibuprofen ib	Ibuprofen
Sunmark ibuprofen childrens	Ibuprofen
Acetaminophen	Acetaminophen
HULIO	adalimumab
Pain Reliever Childrens	Acetaminophen
Everolimus	Everolimus
Everolimus	Everolimus
Doxycycline	doxycycline
Hush Anesthetic	Lidocaine
Lidocaine	lidocaine
NOVOLOG MIX 70/30	insulin aspart
Warfarin Sodium	Warfarin
Rosuvastatin	Rosuvastatin
LANTUS SOLOSTAR	insulin glargine
Humira	Adalimumab
doxycycline	doxycycline
Insulin Aspart	insulin aspart
Pregabalin	PREGABALIN
Warfarin Sodium	Warfarin
Tadalafil	Tadalafil
Acetaminophen	Acetaminophen
Ibuprofen	Ibuprofen
ACETAMINOPHEN 325 MG	ACETAMINOPHEN
JANUMET	SITAGLIPTIN and METFORMIN HYDROCHLORIDE
JANUVIA	sitagliptin
JANUMET	SITAGLIPTIN and METFORMIN HYDROCHLORIDE
Ibuprofen	Ibuprofen
Doxycycline	Doxycycline
Pregabalin	Pregabalin
aripiprazole	aripiprazole
Ibuprofen	Ibuprofen
Valsartan	Valsartan
Celecoxib	Celecoxib
Pregabalin	PREGABALIN
Pregabalin	PREGABALIN
Quetiapine Extended Release	Quetiapine
Aripiprazole	Aripiprazole
Aripiprazole	Aripiprazole
XOLAIR	omalizumab
Rituxan	rituximab
Susvimo	Ranibizumab
Duloxetine	Duloxetine
FENOFIBRATE	FENOFIBRATE
Sildenafil	Sildenafil
Bayer Genuine Aspirin	ASPIRIN
IBUPROFEN	IBUPROFEN
Celecoxib	Celecoxib
Xarelto	rivaroxaban
Childrens Motrin	Ibuprofen
TYLENOL Extra Strength	Acetaminophen
Childrens TYLENOL	Acetaminophen
Childrens Tylenol	Acetaminophen
Childrens TYLENOL	ACETAMINOPHEN
sound body esomeprazole magnesium	Esomeprazole
sound body pain relief	Acetaminophen
Ibuprofen minis	Ibuprofen
Pain Reliever	Acetaminophen
Aspi-Cor	Aspirin
Vaccines	Arnica Montana, Hypericum Perforatum, Ledum Palustre, Morbillinum, Natrum Muriaticum, Silicea, Sulphur Iodatum, Thuja Occidentalis, Urtica Urens
EXTRA STRENGTH PAIN RELIEF	ACETAMINOPHEN
Regular Strength Pain Reliever	ACETAMINOPHEN
Ibuprofen	Ibuprofen
Ibuprofen	Ibuprofen
Divalproex Sodium	divalproex sodium
Childrens Pain and Fever	Acetaminophen
Capecitabine	Capecitabine
Imatinib Mesylate	imatinib
Warfarin Sodium	Warfarin
Quetiapine Extended Release	Quetiapine
Adalimumab	adalimumab
Sildenafil Citrate	Sildenafil
SILDENAFIL CITRATE	SILDENAFIL
Feverall Adults	Acetaminophen
Ibuprofen	Ibuprofen
CareALL Acetaminophen Extra Strength	Acetaminophen
CareALL Acetaminophen	Acetaminophen
Pediacare Childrens Ibuprofen Berry	IBUPROFEN
FLUTICASONE	fluticasone propionate
Clear Choice Regular Strength Pain Reliever	ACETAMINOPHEN
Medline Acetaminophen	Acetaminophen
Ibuprofen	Ibuprofen
Evista	Raloxifene hydrochloride
Valsartan	Valsartan
Ibuprofen	Ibuprofen
Ibuprofen	Ibuprofen
Adderall XR	Dextroamphetamine Sulfate, Dextroamphetamine Saccharate, Amphetamine Sulfate and Amphetamine Aspartate
Adderall XR	Dextroamphetamine Sulfate, Dextroamphetamine Saccharate, Amphetamine Sulfate and Amphetamine Aspartate
Geritrex Aspirin	Aspirin
Ibuprofen	IBUPROFEN
Memantine	Memantine
Valsartan	Valsartan
Sildenafil	Sildenafil Citrate
Pemetrexed	Pemetrexed
Duloxetine	Duloxetine
PREGABALIN	PREGABALIN
Pain and Fever Childrens	Acetaminophen
Dye Free Infants Pain and Fever	acetaminophen
family wellness acetaminophen	Acetaminophen
Ibuprofen minis	Ibuprofen
ARANESP	darbepoetin alfa
ARANESP	darbepoetin alfa
ARANESP	darbepoetin alfa
ARANESP	darbepoetin alfa
Sensipar	cinacalcet hydrochloride
ARANESP	darbepoetin alfa
XGEVA	denosumab
Lidocaine Numbing Cream	Lidocaine
FENTANYL	FENTANYL
Divalproex Sodium	Divalproex Sodium
Rapidol Aspirin	Aspirin
dg health childrens pain and fever	Acetaminophen
DG Health Esomeprazole Magnesium	Esomeprazole
DG Health pain relief	acetaminophen
Ibuprofen	Ibuprofen
Pain Relief Extra Strength	Acetaminophen
Lidocaine	Burn Relief
Dollar General Pain Relieving Patch with Lidocaine	LIDOCAINE
Aspirin Low Dose	Aspirin
profen ib	Ibuprofen
pain relief childrens	Acetaminophen
pain relief	Acetaminophen
pain relief extra strength	Acetaminophen
Infants Pain Relief	Acetaminophen
Duloxetine	Duloxetine Hydrochloride
Ibuprofen	Ibuprofen
Stelara	ustekinumab
STELARA	ustekinumab
Regular Strength Pain Relief	Acetaminophen
Adult Low Dose Enteric Coated Aspirin	Aspirin
Divalproex Sodium	Divalproex Sodium
BUPRENORPHINE	BUPRENORPHINE
BRIXADI	BUPRENORPHINE
CHILDRENS IBUPROFEN	Ibuprofen
Ibuprofen	Ibuprofen
Acetaminophen Extra Strength	Acetaminophen
Acetaminophen	Acetaminophen
Acetaminophen Extra Strength	Acetaminophen
NICOTINE	NICOTINE POLACRILEX
Ibuprofen	Ibuprofen
OxyContin	oxycodone hydrochloride
Butrans	buprenorphine
ABILIFY	ARIPIPRAZOLE
ABILIFY MAINTENA	aripiprazole
ABILIFY MAINTENA	aripiprazole
Vyvanse	lisdexamfetamine dimesylate
Pain and Fever Childrens	Acetaminophen
Ibuprofen Immediate Release	Ibuprofen
Darunavir	Darunavir
Capecitabine	Capecitabine
Ibuprofen	Ibuprofen
PREZISTA	darunavir
ArthritisPain Relief	Acetaminophen
Muscle Pain Relief	Acetaminophen
Sildenafil	sildenafil
Pregabalin	Pregabalin
ibuprofen	Ibuprofen
ibuprofen childrens	Ibuprofen
Pregabalin	Pregabalin
Pregabalin	Pregabalin
Tadalafil	Tadalafil
aripiprazole	aripiprazole
Aripiprazole	Aripiprazole
Pregabalin	Pregabalin
Pregabalin	Pregabalin
Celecoxib	Celecoxib
MEMANTINE	memantine hydrochloride
FENTANYL	FENTANYL
FENTANYL	FENTANYL
FENTANYL	FENTANYL
FENTANYL	FENTANYL
Aripiprazole	Aripiprazole
Raloxifene Hydrochloride	Raloxifene
Quetiapine fumarate	Quetiapine
Doxycycline	Doxycycline
Pregabalin	Pregabalin
Doxycycline	Doxycycline
Acetaminophen	Acetaminophen
Sildenafil	Sildenafil
Pregabalin	PREGABALIN
Pregabalin	PREGABALIN
Direct Safety Ibuprofen	Ibuprofen
Xeloda	capecitabine
Ibuprofen	Ibuprofen
ESZOPICLONE	ESZOPICLONE
CELECOXIB	CELECOXIB
IBUPROFEN	IBUPROFEN
LIDOCAINE	LIDOCAINE
Health Mart Childrens Pain and Fever	Acetaminophen
Health Mart Ibuprofen IB	Ibuprofen
Pain Reliever Rapid Release	Acetaminophen
health mart allergy relief nasal 24 hr	Fluticasone propionate
Celecoxib	Celecoxib
Bayer Aspirin Regimen enteric coated	Aspirin
Aripiprazole	Aripiprazole
Aripiprazole	Aripiprazole
Pregabalin	Pregabalin
Doxycycline	Doxycycline
Fenofibrate	Fenofibrate
LIDOCAINE	LIDOCAINE
Fenofibrate	Fenofibrate
Capecitabine	Capecitabine
Buprenorphine	Buprenorphine
SEROQUEL XR	quetiapine
Ibuprofen	Ibuprofen
Doxy 100	DOXYCYCLINE
Lidocaine	LIDOCAINE HYDROCHLORIDE
24 Hour Allergy Nasal	Fluticasone propionate
M-PAP	Acetaminophen
Divalproex Sodium	Divalproex Sodium
Aspirin Low Dose	Aspirin
Ezetimibe	Ezetimibe
Aripiprazole	Aripiprazole
Sildenafil	Sildenafil
Hydrocortisone Cream Intensive Healing	Hydrocortisone Cream
Duloxetine	Duloxetine
Pregabalin	PREGABALIN
Pregabalin	PREGABALIN
Fluticasone Propionate	Fluticasone Propionate
Fluticasone Propionate	Fluticasone Propionate
Acetaminophen	Acetaminophen
Quick Numb	LIDOCAINE
Ibuprofen	Ibuprofen
Ibuprofen	Ibuprofen
ACETAMINOPHEN	ACETAMINOPHEN
Ibuprofen	Ibuprofen
Extra Strength Pain Relief	ACETAMINOPHEN
Ibuprofen	Ibuprofen
core values pain and fever	Acetaminophen
PAIN RELIEF PATCHES	LIDOCAINE
Acetaminophen - APAP 8 Hour	Acetaminophen
Aspirin Low Dose	Aspirin
Acetaminophen	Acetaminophen
Ibuprofen Childrens	Ibuprofen
Ibuprofen	Ibuprofen
Ibuprofen	ibuprofen
Ibuprofen	IBUPROFEN
Aspirin Low Dose	Aspirin
Doxycycline	doxycycline
Doxycycline	doxycycline
ibuprofen childrens	Ibuprofen
Ibuprofen	Ibuprofen
Capecitabine	Capecitabine
childrens pain and fever	Acetaminophen
Lisdexamfetamine Dimesylate	Lisdexamfetamine
Sildenafil	Sildenafil
Warfarin Sodium	Warfarin
Warfarin Sodium	Warfarin
Ibuprofen Pain Reliever/Fever Reducer	Ibuprofen
Imatinib Mesylate	Imatinib
Celecoxib	Celecoxib
Valsartan	Valsartan
Capecitabine	Capecitabine
Divalproex Sodium	Divalproex Sodium
Valsartan	Valsartan
Dye Free Ibuprofen	Ibuprofen
Pregabalin	Pregabalin
Quetiapine Fumarate	Quetiapine
Tadalafil	Tadalafil
ESZOPICLONE	ESZOPICLONE
IBU	Ibuprofen
Lidocaine	Lidocaine Hydrochloride and Epinephrine Bitartrate
Circle K Pain Reliever Extra Strength	Acetaminophen
Motrin IB, TRAVEL BASIX	Ibuprofen
Circle K Ibuprofen	Ibuprofen
Lil Drug Store Pain Reliever Extra Strength	Acetaminophen
Lil Drug Store Pain Reliever Extra Strength	Acetaminophen
Nicotac Nicotine Polacrilex Coated Mint	Nicotine
Aspirin 325 mg	Aspirin
Dye-Free Aspirin 81	Aspirin
IBUPROFEN	IBUPROFEN 200MG
PROPLEX LIDOCAINE	LIDOCAINE
Childrens Pain and Fever	Acetaminophen
Ibuprofen	Ibuprofen
Ibuprofen	Ibuprofen
Motrin IB	IBUPROFEN
Ibuprofen	Ibuprofen
Aripiprazole	Aripiprazole
Pregabalin	Pregabalin
Lidocaine	Lidocaine
Cinacalcet	Cinacalcet
Divalproex Sodium	Divalproex Sodium
IBUPROFEN	IBUPROFEN
Divalproex Sodium	Divalproex Sodium
CHILDRENS IBUPROFEN	Ibuprofen
Duloxetine	Duloxetine
Enteric coated aspirin	Aspirin
Ibuprofen Childrens	Ibuprofen
Acetaminophen	Acetaminophen
Arthritis Pain Reliever	Acetaminophen
Celecoxib	Celecoxib
Ibuprofen	Ibuprofen
Acetaminophen	Acetaminophen
Ibuprofen	Ibuprofen
Ibuprofen	Ibuprofen
Sildenafil Citrate	Sildenafil
Acetaminophen	Acetaminophen
Ibuprofen	Ibuprofen
Arthritis Pain Reliever	Acetaminophen
Divalproex Sodium	Divalproex Sodium
Dye Free Childrens Acetaminophen	Acetaminophen
celecoxib	celecoxib
Fenofibrate	fenofibrate
EXTRA STRENGTH ACETAMINOPHEN	ACETAMINOPHEN
members mark esomeprazole magnesium	esomeprazole
VALUMEDS ASPIRIN	ASPIRIN
Assured Ibuprofen	Ibuprofen
Pain Reliever and Fever Reducer	Acetaminophen
Ibuprofen	Ibuprofen
Regular Strength Pain Reliever	Acetaminophen
Doxycycline	Doxycycline
Valsartan	valsartan
Copaxone	Glatiramer Acetate
Acetaminophen	Pain reliever
Lidocaine	lidocaine
Regular Strength Pain Relief	Acetaminophen
Pregabalin	PREGABALIN
Lidocaine	Lidocaine
IBUPROFEN	IBUPROFEN
Aripiprazole	Aripiprazole
Tadalafil	Tadalafil
Ibuprofen	Ibuprofen
Divalproex sodium	Divalproex sodium
Pain Reliever Regular Strength	Acetaminophen
Pain Reliever Extra Strength	Acetaminophen
Fluticasone Propionate	Fluticasone Propionate
Henry Schein Acetaminophen	Acetaminophen
Tadalafil	Tadalafil
CINACALCET	CINACALCET
CELECOXIB	CELECOXIB
CELECOXIB	CELECOXIB
ATAZANAVIR	Atazanavir
ATAZANAVIR	Atazanavir
LIDOCAINE	Lidocaine Hydrochloride and Epinephrine Bitartrate
Fenofibrate	fenofibrate
Pregabalin	PREGABALIN
Pregabalin	PREGABALIN
Doxycycline Hyclate	Doxycycline
Atazanavir	Atazanavir
Rosuvastatin	Rosuvastatin
Pregabalin	Pregabalin
Buprenorphine	Buprenorphine
Harris Teeter Allergy Relief Nasal	Fluticasone propionate
Harris Teeter Infants Pain and Fever	Acetaminophen
Harris Teeter Childrens Ibuprofen	Ibuprofen
Fenofibrate	Fenofibrate
Fenofibrate	FENOFIBRATE
Pregabalin	Pregabalin
Pregabalin	Pregabalin
Hydrocortisone Cream	Hydrocortisone
Ibuprofen	Ibuprofen
Migraine Relief	Ibuprofen
ESZOPICLONE	ESZOPICLONE
St. Joseph Chewable Low Dose Aspirin	ASPIRIN
Pregabalin	Pregabalin
PREGABALIN	PREGABALIN
Aspirin 81 mg	Aspirin
Genexa Infants Pain and Fever	Acetaminophen
Everolimus	Everolimus
Acetaminophen	Acetaminophen
Uline Ibuprofen	Ibuprofen
Acetaminophen	Acetaminophen
Acetaminophen	Acetaminophen
PEMETREXED	PEMETREXED
Acetaminophen Extra Strength	Acetaminophen
ACETAMINOPHEN	ACETAMINOPHEN
Everolimus	Everolimus
Acetaminophen	Acetaminophen
BENGAY Tropical Jasmine	Lidocaine
BENGAY Ginger Citrus	Lidocaine
Regular Strength Aspirin	Aspirin
leader childrens pain and fever	Acetaminophen
Leader 8HR Arthritis Pain	Acetaminophen
Ibuprofen	Ibuprofen
leader acetaminophen	Acetaminophen
Bayer Genuine Aspirin	Aspirin
LidaFlex	Lidocaine
Doxycycline	Doxycycline
Divalproex Sodium	Divalproex Sodium
Duloxetine	Duloxetine
ESZOPICLONE	ESZOPICLONE
Doxycycline Hyclate	Doxycycline
SILDENAFIL CITRATE	SILDENAFIL
Fluticasone Propionate	Fluticasone Propionate
Sildenafil	Sildenafil
Pregabalin	Pregabalin
ARIPIPRAZOLE	aripiprazole
Aripiprazole	Aripiprazole
Insulin Aspart	insulin aspart
Divalproex sodium	Divalproex sodium
Pregabalin	Pregabalin
Doxycycline	Doxycycline hyclate
CELECOXIB	CELECOXIB
Dexlansoprazole	Dexlansoprazole
lidocaine	lidocaine
Nicotine	Nicotine
EXTRA STRENGTH ACETAMINOPHEN	ACETAMINOPHEN
Sitagliptin	Sitagliptin
