Disease,Demographics,Counts
91302008,non-binary,78
9829001.0,female,285
9829001.0,male,475
chagas disease,female,1483
chagas disease,male,1355
chagas disease,non-binary,3
covid-19,female,54762
covid-19,male,103538
covid-19,non-binary,627
crohn’s disease,female,4174
crohn’s disease,male,4241
crohn’s disease,non-binary,29
endocarditis,female,4367
endocarditis,male,6310
endocarditis,non-binary,14
hepatitis b,female,18433
hepatitis b,male,19420
hepatitis b,non-binary,832
hiv/aids,female,29977
hiv/aids,male,30804
hiv/aids,non-binary,5054
hypertension,female,149410
hypertension,male,150277
hypertension,non-binary,317
menstruation,female,36113
menstruation,male,14375
menstruation,non-binary,478
sarcoidoses,female,667
sarcoidoses,male,629
sarcoidoses,non-binary,1
syphilis,female,18640
syphilis,male,24826
syphilis,non-binary,1996
takotsubo cardiomyopathy,female,1683
takotsubo cardiomyopathy,male,743
takotsubo cardiomyopathy,non-binary,1
tuberculoses,female,48781
tuberculoses,male,65253
tuberculoses,non-binary,629
ulcerative colitis,female,6180
ulcerative colitis,male,6386
ulcerative colitis,non-binary,35
