Disease,Demographics,Counts
11381005.0,lipitor,1
11381005.0,liraglutide,1
11381005.0,lyrica,2
11381005.0,melatonin,11
11381005.0,memantine,1
11381005.0,methylphenidate,2
11381005.0,mometasone,18
11381005.0,nasonex,3
11381005.0,nexium,8
11381005.0,nexplanon,5
11381005.0,nicotine,36
11381005.0,oseltamivir,2
11381005.0,oxycodone,4
11381005.0,oxycontin,2
11381005.0,paracetamol,6
11381005.0,pemetrexed,3
11381005.0,pepto bismol,1
11381005.0,pregabalin,2
11381005.0,quetiapine,1
11381005.0,rabeprazole,2
11381005.0,raloxifene,11
11381005.0,remicade,1
11381005.0,restasis,1
11381005.0,ritalin,5
11381005.0,rosuvastatin,1
11381005.0,sildenafil,12
11381005.0,stelara,1
11381005.0,suboxone,1
11381005.0,symbicort,1
11381005.0,synthroid,12
11381005.0,tadalafil,9
11381005.0,tamiflu,2
11381005.0,telaprevir,2
11381005.0,trastuzumab,2
11381005.0,triamcinolone,25
11381005.0,vaccines,53
11381005.0,valsartan,3
11381005.0,vesicare,1
11381005.0,viagra,133
11381005.0,vytorin,2
11381005.0,warfarin,10
11381005.0,xarelto,2
11381005.0,xeloda,1
11654001.0,acetaminophen,4
11654001.0,aspirin,1
11654001.0,heparin,1
11654001.0,ibuprofen,2
11654001.0,insulin,1
129103003.0,abilify,1
129103003.0,acetaminophen,4
129103003.0,aripiprazole,1
129103003.0,aspirin,27
129103003.0,atorvastatin,9
129103003.0,avastin,1
129103003.0,bevacizumab,8
129103003.0,castor oil,8
129103003.0,celebrex,2
129103003.0,celecoxib,15
129103003.0,cialis,4
129103003.0,cymbalta,1
129103003.0,doxycycline,3
129103003.0,duloxetine,2
129103003.0,enbrel,3
129103003.0,etanercept,14
129103003.0,everolimus,1
129103003.0,evista,2
129103003.0,fentanyl,1
129103003.0,heparin,9
129103003.0,humira,1
129103003.0,hydrocodone bitartrate,1
129103003.0,ibuprofen,33
129103003.0,imatinib,2
129103003.0,infliximab,18
129103003.0,insulin,104
129103003.0,januvia,1
129103003.0,levothyroxine,3
129103003.0,lidocaine,4
129103003.0,melatonin,30
129103003.0,neupogen,1
129103003.0,nexplanon,1
129103003.0,nicotine,2
129103003.0,oxycodone,2
129103003.0,oxycontin,2
129103003.0,paracetamol,8
129103003.0,pegfilgrastim,1
129103003.0,pitocin,1
129103003.0,pregabalin,3
129103003.0,raloxifene,32
129103003.0,ranibizumab,1
129103003.0,rosuvastatin,2
129103003.0,sildenafil,1
129103003.0,solifenacin,1
129103003.0,synthroid,1
129103003.0,tadalafil,2
129103003.0,valsartan,1
129103003.0,viagra,5
129103003.0,warfarin,11
129103003.0,xarelto,1
129103003.0,xeloda,1
13746004.0,abilify,199
13746004.0,acetaminophen,6
13746004.0,adalimumab,2
13746004.0,adderall,33
13746004.0,aripiprazole,288
13746004.0,aspirin,29
13746004.0,atorvastatin,1
13746004.0,benadryl,11
13746004.0,budesonide,1
13746004.0,buprenorphine,5
13746004.0,celebrex,3
13746004.0,celecoxib,14
13746004.0,cialis,12
13746004.0,cinacalcet,1
13746004.0,crestor,1
13746004.0,cymbalta,11
13746004.0,divalproex sodium,62
13746004.0,doxycycline,1
13746004.0,duloxetine,22
13746004.0,eszopiclone,2
13746004.0,etanercept,1
13746004.0,ezetimibe,1
13746004.0,fentanyl,3
13746004.0,heparin,1
13746004.0,ibuprofen,4
13746004.0,infliximab,4
13746004.0,insulin,103
13746004.0,levothyroxine,17
13746004.0,liraglutide,1
13746004.0,lisdexamfetamine,2
13746004.0,lunesta,2
13746004.0,lyrica,6
13746004.0,melatonin,97
13746004.0,memantine,27
13746004.0,methylphenidate,37
13746004.0,metoprolol,4
13746004.0,nexium,1
13746004.0,nicotine,130
13746004.0,oxycodone,5
13746004.0,oxycontin,9
13746004.0,paracetamol,1
13746004.0,pradaxa,5
13746004.0,pregabalin,23
13746004.0,quetiapine,367
13746004.0,raloxifene,2
13746004.0,remicade,1
13746004.0,ritalin,30
13746004.0,seroquel xr,20
13746004.0,sildenafil,1
13746004.0,suboxone,3
13746004.0,synagis,1
13746004.0,synthroid,3
13746004.0,tadalafil,2
13746004.0,triamcinolone,2
13746004.0,vaccines,6
13746004.0,valsartan,4
13746004.0,viagra,23
13746004.0,vyvanse,4
13746004.0,warfarin,5
14669001.0,acetaminophen,1
14669001.0,aspirin,2
14669001.0,cialis,1
14669001.0,crestor,1
14669001.0,dabigatran,1
14669001.0,fentanyl,1
14669001.0,heparin,3
14669001.0,ibuprofen,4
14669001.0,insulin,8
14669001.0,paracetamol,1
14669001.0,pemetrexed,1
14669001.0,pregabalin,1
14669001.0,rituximab,1
14669001.0,rosuvastatin,2
14669001.0,sitagliptin,1
14669001.0,viagra,1
15188001.0,abilify,1
15188001.0,acetaminophen,4
15188001.0,adderall,1
15188001.0,aspirin,17
15188001.0,atorvastatin,1
15188001.0,bevacizumab,2
15188001.0,castor oil,1
15188001.0,cialis,12
15188001.0,dabigatran,2
15188001.0,darunavir,1
15188001.0,denosumab,1
15188001.0,doxycycline,2
15188001.0,duloxetine,1
15188001.0,etanercept,1
15188001.0,fentanyl,1
15188001.0,heparin,5
15188001.0,infliximab,2
15188001.0,insulin,112
15188001.0,lidocaine,2
15188001.0,melatonin,1
15188001.0,methylphenidate,2
15188001.0,nicotine,6
15188001.0,oxycontin,2
15188001.0,paracetamol,2
15188001.0,pemetrexed,1
15188001.0,pregabalin,1
15188001.0,quetiapine,2
15188001.0,rituximab,2
15188001.0,sildenafil,11
15188001.0,tadalafil,11
15188001.0,triamcinolone,1
15188001.0,vaccines,61
15188001.0,viagra,30
15188001.0,warfarin,5
15188001.0,xeloda,1
161712005.0,abilify,1
161712005.0,acetaminophen,6
161712005.0,aciphex,2
161712005.0,adderall,2
161712005.0,adderall xr,1
161712005.0,afinitor,3
161712005.0,androgel,4
161712005.0,aspirin,129
161712005.0,atorvastatin,13
161712005.0,benadryl,1
161712005.0,benicar,2
161712005.0,bevacizumab,3
161712005.0,budesonide,1
161712005.0,buprenorphine,3
161712005.0,capecitabine,4
161712005.0,castor oil,2
161712005.0,celebrex,4
161712005.0,celecoxib,9
161712005.0,cialis,58
161712005.0,crestor,1
161712005.0,cymbalta,3
161712005.0,denosumab,62
161712005.0,diovan,1
161712005.0,doxycycline,13
161712005.0,duloxetine,6
161712005.0,enbrel,1
161712005.0,esomeprazole,2
161712005.0,eszopiclone,5
161712005.0,etanercept,2
161712005.0,everolimus,15
161712005.0,evista,42
161712005.0,ezetimibe,2
161712005.0,fenofibrate,3
161712005.0,fentanyl,2
161712005.0,heparin,22
161712005.0,herceptin,10
161712005.0,ibuprofen,15
161712005.0,imatinib,1
161712005.0,insulin,863
161712005.0,isentress,1
161712005.0,janumet,1
161712005.0,levothyroxine,17
161712005.0,lidocaine,6
161712005.0,lipitor,8
161712005.0,liraglutide,3
161712005.0,lisdexamfetamine,4
161712005.0,lunesta,2
161712005.0,lyrica,1
161712005.0,melatonin,224
161712005.0,memantine,6
161712005.0,methylphenidate,2
161712005.0,metoprolol,2
161712005.0,namenda,2
161712005.0,neupogen,1
161712005.0,nexium,4
161712005.0,nexplanon,2
161712005.0,nicotine,53
161712005.0,omalizumab,1
161712005.0,oxycodone,3
161712005.0,oxycontin,1
161712005.0,paracetamol,3
161712005.0,pegfilgrastim,1
161712005.0,pemetrexed,4
161712005.0,pitocin,1
161712005.0,pregabalin,10
161712005.0,quetiapine,2
161712005.0,raloxifene,225
161712005.0,raltegravir,1
161712005.0,ritalin,4
161712005.0,rituximab,3
161712005.0,rivaroxaban,1
161712005.0,rosuvastatin,4
161712005.0,sildenafil,18
161712005.0,sitagliptin,1
161712005.0,synthroid,11
161712005.0,tadalafil,9
161712005.0,trastuzumab,41
161712005.0,triamcinolone,2
161712005.0,tylenol pm,1
161712005.0,vaccines,14
161712005.0,valsartan,3
161712005.0,ventolin hfa,1
161712005.0,viagra,144
161712005.0,warfarin,10
161712005.0,xeloda,4
161712005.0,xgeva,2
161712005.0,xolair,1
18193002.0,aspirin,2
18193002.0,cialis,4
18193002.0,cymbalta,1
18193002.0,hydrocortisone cream,1
18193002.0,ibuprofen,2
18193002.0,insulin,1
18193002.0,nicotine,2
18193002.0,tadalafil,2
18193002.0,tamiflu,1
18193002.0,viagra,3
18718003.0,acetaminophen,1
18718003.0,aspirin,9
18718003.0,atorvastatin,1
18718003.0,budesonide,1
18718003.0,diovan,1
18718003.0,doxycycline,8
18718003.0,etanercept,1
18718003.0,fluticasone propionate,1
18718003.0,gilenya,1
18718003.0,glatiramer,1
18718003.0,heparin,1
18718003.0,ibuprofen,2
18718003.0,imatinib,1
18718003.0,infliximab,1
18718003.0,insulin,21
18718003.0,lantus,1
18718003.0,lidocaine,4
18718003.0,melatonin,3
18718003.0,mometasone,1
18718003.0,nicotine,17
18718003.0,oxycodone,1
18718003.0,quetiapine,1
18718003.0,rituximab,1
18718003.0,ustekinumab,1
18718003.0,vaccines,2
18718003.0,viagra,4
18718003.0,warfarin,3
195967001.0,abatacept,5
195967001.0,abilify,5
195967001.0,abiraterone,1
195967001.0,acetaminophen,270
195967001.0,aciphex,1
195967001.0,adalimumab,17
195967001.0,adderall,6
195967001.0,aranesp,1
195967001.0,aripiprazole,6
195967001.0,aspirin,2636
195967001.0,atazanavir,4
195967001.0,atorvastatin,32
195967001.0,atripla,1
195967001.0,avastin,8
195967001.0,avonex,3
195967001.0,benadryl,31
195967001.0,benicar,5
195967001.0,bevacizumab,6
195967001.0,budesonide,1378
195967001.0,buprenorphine,8
195967001.0,castor oil,13
195967001.0,celebrex,21
195967001.0,celecoxib,31
195967001.0,cialis,89
195967001.0,cinacalcet,1
195967001.0,copaxone,3
195967001.0,crestor,11
195967001.0,cymbalta,13
195967001.0,dabigatran,3
195967001.0,denosumab,3
195967001.0,dexilant,1
195967001.0,diovan,15
195967001.0,divalproex sodium,1
195967001.0,doxycycline,72
195967001.0,duloxetine,9
195967001.0,enbrel,8
195967001.0,esomeprazole,20
195967001.0,eszopiclone,2
195967001.0,etanercept,45
195967001.0,everolimus,1
195967001.0,ezetimibe,3
195967001.0,fenofibrate,12
195967001.0,fentanyl,21
195967001.0,filgrastim,1
195967001.0,fingolimod,7
195967001.0,flovent hfa,5
195967001.0,fluticasone propionate,597
195967001.0,gilenya,2
195967001.0,glatiramer,4
195967001.0,heparin,97
195967001.0,herceptin,3
195967001.0,humalog,3
195967001.0,humira,6
195967001.0,hydrocodone bitartrate,5
195967001.0,ibuprofen,247
195967001.0,imatinib,23
195967001.0,infliximab,45
195967001.0,insulin,943
195967001.0,insulin glargine,1
195967001.0,insulin lispro,1
195967001.0,januvia,7
195967001.0,lantus,2
195967001.0,levothyroxine,23
195967001.0,lidocaine,67
195967001.0,lipitor,18
195967001.0,liraglutide,4
195967001.0,lovaza,3
195967001.0,lucentis,1
195967001.0,lunesta,2
195967001.0,lyrica,7
195967001.0,melatonin,57
195967001.0,memantine,8
195967001.0,methylphenidate,24
195967001.0,metoprolol,50
195967001.0,mometasone,136
195967001.0,namenda,2
195967001.0,nasonex,15
195967001.0,nexium,26
195967001.0,nexplanon,1
195967001.0,nicotine,845
195967001.0,novolog,5
195967001.0,omalizumab,1303
195967001.0,orencia,4
195967001.0,oseltamivir,51
195967001.0,oxycodone,11
195967001.0,oxycontin,8
195967001.0,palivizumab,50
195967001.0,paracetamol,245
195967001.0,pemetrexed,1
195967001.0,pepto bismol,1
195967001.0,pitocin,2
195967001.0,pregabalin,5
195967001.0,proair hfa,5
195967001.0,quetiapine,11
195967001.0,rabeprazole,6
195967001.0,raloxifene,3
195967001.0,raltegravir,2
195967001.0,ranibizumab,2
195967001.0,rebif,2
195967001.0,remicade,7
195967001.0,restasis,3
195967001.0,reyataz,1
195967001.0,ritalin,25
195967001.0,rituximab,17
195967001.0,rivaroxaban,4
195967001.0,rosuvastatin,13
195967001.0,sildenafil,25
195967001.0,sitagliptin,8
195967001.0,solifenacin,2
195967001.0,stelara,1
195967001.0,stribild,2
195967001.0,suboxone,5
195967001.0,symbicort,219
195967001.0,synagis,8
195967001.0,synthroid,21
195967001.0,tadalafil,10
195967001.0,tamiflu,29
195967001.0,tiotropium bromide,73
195967001.0,trastuzumab,1
195967001.0,triamcinolone,163
195967001.0,truvada,1
195967001.0,ustekinumab,5
195967001.0,vaccines,599
195967001.0,valsartan,5
195967001.0,ventolin hfa,24
195967001.0,vesicare,2
195967001.0,viagra,132
195967001.0,vytorin,6
195967001.0,warfarin,95
195967001.0,xeloda,1
195967001.0,xgeva,1
195967001.0,xolair,187
200936003.0,abatacept,66
200936003.0,acetaminophen,17
200936003.0,adalimumab,77
200936003.0,adderall,3
200936003.0,alimta,1
200936003.0,aripiprazole,4
200936003.0,aspirin,226
200936003.0,atazanavir,1
200936003.0,atorvastatin,32
200936003.0,avastin,6
200936003.0,benadryl,3
200936003.0,benicar,3
200936003.0,bevacizumab,11
200936003.0,budesonide,1
200936003.0,capecitabine,9
200936003.0,celebrex,4
200936003.0,celecoxib,8
200936003.0,cialis,33
200936003.0,copaxone,1
200936003.0,cymbalta,6
200936003.0,dabigatran,14
200936003.0,denosumab,1
200936003.0,diovan,1
200936003.0,doxycycline,39
200936003.0,duloxetine,1
200936003.0,enbrel,7
200936003.0,esomeprazole,6
200936003.0,eszopiclone,1
200936003.0,etanercept,101
200936003.0,everolimus,2
200936003.0,ezetimibe,2
200936003.0,fentanyl,3
200936003.0,fingolimod,6
200936003.0,gilenya,1
200936003.0,glatiramer,2
200936003.0,heparin,292
200936003.0,humira,22
200936003.0,hydrocortisone cream,2
200936003.0,ibuprofen,51
200936003.0,imatinib,12
200936003.0,infliximab,184
200936003.0,insulin,548
200936003.0,levothyroxine,10
200936003.0,lidocaine,7
200936003.0,lipitor,2
200936003.0,lucentis,1
200936003.0,lunesta,5
200936003.0,lyrica,12
200936003.0,melatonin,27
200936003.0,memantine,2
200936003.0,methylphenidate,1
200936003.0,metoprolol,4
200936003.0,mometasone,2
200936003.0,neulasta,1
200936003.0,nexium,3
200936003.0,nexplanon,1
200936003.0,nicotine,15
200936003.0,omalizumab,10
200936003.0,orencia,1
200936003.0,oseltamivir,3
200936003.0,oxycodone,3
200936003.0,oxycontin,2
200936003.0,paracetamol,6
200936003.0,pemetrexed,1
200936003.0,pregabalin,5
200936003.0,quetiapine,2
200936003.0,raloxifene,3
200936003.0,raltegravir,1
200936003.0,remicade,29
200936003.0,renvela,1
200936003.0,restasis,12
200936003.0,rituximab,624
200936003.0,rivaroxaban,10
200936003.0,rosuvastatin,4
200936003.0,sildenafil,9
200936003.0,stelara,1
200936003.0,suboxone,1
200936003.0,synthroid,6
200936003.0,tadalafil,4
200936003.0,tamiflu,1
200936003.0,trastuzumab,2
200936003.0,triamcinolone,12
200936003.0,ustekinumab,15
200936003.0,vaccines,159
200936003.0,valsartan,2
200936003.0,viagra,25
200936003.0,warfarin,109
200936003.0,xarelto,1
200936003.0,xgeva,1
200936003.0,zetia,1
21134002.0,abatacept,25
21134002.0,abilify,4
21134002.0,acetaminophen,46
21134002.0,adalimumab,41
21134002.0,adderall,12
21134002.0,adderall xr,2
21134002.0,aripiprazole,13
21134002.0,aspirin,123
21134002.0,atazanavir,1
21134002.0,atorvastatin,14
21134002.0,avonex,43
21134002.0,benadryl,4
21134002.0,bevacizumab,4
21134002.0,budesonide,3
21134002.0,buprenorphine,6
21134002.0,capecitabine,2
21134002.0,celebrex,9
21134002.0,celecoxib,5
21134002.0,cialis,106
21134002.0,copaxone,26
21134002.0,cymbalta,9
21134002.0,dabigatran,6
21134002.0,denosumab,7
21134002.0,diovan,4
21134002.0,divalproex sodium,4
21134002.0,doxycycline,7
21134002.0,duloxetine,23
21134002.0,enbrel,2
21134002.0,eszopiclone,2
21134002.0,etanercept,80
21134002.0,everolimus,6
21134002.0,evista,1
21134002.0,ezetimibe,1
21134002.0,fentanyl,14
21134002.0,filgrastim,1
21134002.0,fingolimod,201
21134002.0,gilenya,21
21134002.0,glatiramer,195
21134002.0,heparin,23
21134002.0,humalog,1
21134002.0,humira,3
21134002.0,hydrocodone bitartrate,1
21134002.0,ibuprofen,21
21134002.0,imatinib,1
21134002.0,infliximab,54
21134002.0,insulin,343
21134002.0,insulin detemir,1
21134002.0,insulin glargine,1
21134002.0,lantus,1
21134002.0,levothyroxine,3
21134002.0,lidocaine,30
21134002.0,lipitor,5
21134002.0,liraglutide,3
21134002.0,lyrica,4
21134002.0,melatonin,42
21134002.0,memantine,12
21134002.0,methylphenidate,30
21134002.0,metoprolol,4
21134002.0,nexplanon,1
21134002.0,nicotine,90
21134002.0,omalizumab,3
21134002.0,orencia,1
21134002.0,oseltamivir,3
21134002.0,oxycodone,15
21134002.0,oxycontin,13
21134002.0,palivizumab,1
21134002.0,paracetamol,40
21134002.0,pradaxa,1
21134002.0,pregabalin,21
21134002.0,quetiapine,5
21134002.0,raloxifene,1
21134002.0,raltegravir,4
21134002.0,ranibizumab,1
21134002.0,rebif,52
21134002.0,remicade,7
21134002.0,ritalin,34
21134002.0,rituximab,104
21134002.0,rivaroxaban,4
21134002.0,rosuvastatin,3
21134002.0,sildenafil,6
21134002.0,solifenacin,2
21134002.0,stelara,1
21134002.0,suboxone,5
21134002.0,synagis,1
21134002.0,synthroid,5
21134002.0,tadalafil,5
21134002.0,trastuzumab,4
21134002.0,triamcinolone,14
21134002.0,truvada,3
21134002.0,ustekinumab,8
21134002.0,vaccines,312
21134002.0,ventolin hfa,1
21134002.0,viagra,115
21134002.0,victoza,1
21134002.0,vytorin,1
21134002.0,warfarin,37
21134002.0,xarelto,1
21134002.0,zytiga,1
22298006.0,abatacept,5
22298006.0,abilify,9
22298006.0,acetaminophen,50
22298006.0,adalimumab,11
22298006.0,adderall,35
22298006.0,adderall xr,4
22298006.0,androgel,39
22298006.0,aripiprazole,3
22298006.0,aspirin,3752
22298006.0,atazanavir,10
22298006.0,atorvastatin,410
22298006.0,avastin,9
22298006.0,benadryl,7
22298006.0,benicar,17
22298006.0,bevacizumab,60
22298006.0,budesonide,1
22298006.0,buprenorphine,12
22298006.0,capecitabine,18
22298006.0,castor oil,3
22298006.0,celebrex,79
22298006.0,celecoxib,141
22298006.0,cialis,60
22298006.0,cinacalcet,7
22298006.0,crestor,47
22298006.0,cymbalta,1
22298006.0,dabigatran,161
22298006.0,darbepoetin alfa,2
22298006.0,darunavir,4
22298006.0,denosumab,3
22298006.0,diovan,24
22298006.0,doxycycline,28
22298006.0,duloxetine,4
22298006.0,enbrel,1
22298006.0,epoetin alfa,7
22298006.0,esomeprazole,10
22298006.0,eszopiclone,4
22298006.0,etanercept,17
22298006.0,everolimus,147
22298006.0,evista,5
22298006.0,ezetimibe,73
22298006.0,fenofibrate,37
22298006.0,fentanyl,27
22298006.0,filgrastim,8
22298006.0,fingolimod,7
22298006.0,fluticasone propionate,2
22298006.0,gilenya,1
22298006.0,glatiramer,1
22298006.0,heparin,1111
22298006.0,herceptin,3
22298006.0,humira,1
22298006.0,ibuprofen,222
22298006.0,imatinib,5
22298006.0,infliximab,14
22298006.0,insulin,1731
22298006.0,insulin aspart,2
22298006.0,insulin glargine,8
22298006.0,janumet,3
22298006.0,januvia,5
22298006.0,lantus,3
22298006.0,lantus solostar,1
22298006.0,levothyroxine,25
22298006.0,lidocaine,151
22298006.0,lipitor,100
22298006.0,liraglutide,77
22298006.0,lovaza,3
22298006.0,lucentis,9
22298006.0,lunesta,4
22298006.0,lyrica,1
22298006.0,melatonin,108
22298006.0,memantine,5
22298006.0,methylphenidate,25
22298006.0,metoprolol,319
22298006.0,namenda,2
22298006.0,nasonex,1
22298006.0,neulasta,2
22298006.0,nexium,11
22298006.0,nicotine,230
22298006.0,omalizumab,4
22298006.0,oxycodone,3
22298006.0,palivizumab,1
22298006.0,paracetamol,32
22298006.0,pegfilgrastim,2
22298006.0,pemetrexed,5
22298006.0,pitocin,2
22298006.0,pradaxa,19
22298006.0,pregabalin,1
22298006.0,quetiapine,4
22298006.0,rabeprazole,1
22298006.0,raloxifene,5
22298006.0,raltegravir,1
22298006.0,ranibizumab,38
22298006.0,ritalin,16
22298006.0,rituximab,27
22298006.0,rivaroxaban,162
22298006.0,rosuvastatin,127
22298006.0,sildenafil,82
22298006.0,sitagliptin,61
22298006.0,solifenacin,2
22298006.0,stelara,3
22298006.0,symbicort,1
22298006.0,synthroid,6
22298006.0,tadalafil,33
22298006.0,tamiflu,2
22298006.0,telaprevir,2
22298006.0,tiotropium bromide,2
22298006.0,trastuzumab,12
22298006.0,triamcinolone,1
22298006.0,truvada,3
22298006.0,ustekinumab,15
22298006.0,vaccines,40
22298006.0,valsartan,248
22298006.0,viagra,213
22298006.0,victoza,5
22298006.0,vytorin,17
22298006.0,vyvanse,5
22298006.0,warfarin,480
22298006.0,xarelto,11
22298006.0,xeloda,1
22298006.0,xolair,6
22298006.0,zetia,9
22298006.0,zytiga,1
233604007.0,abatacept,24
233604007.0,abilify,5
233604007.0,abiraterone,1
233604007.0,acetaminophen,39
233604007.0,aciphex,3
233604007.0,adalimumab,58
233604007.0,adderall,1
233604007.0,aripiprazole,8
233604007.0,aspirin,179
233604007.0,atazanavir,3
233604007.0,atorvastatin,20
233604007.0,atripla,2
233604007.0,avonex,1
233604007.0,benadryl,15
233604007.0,benicar,2
233604007.0,bevacizumab,23
233604007.0,budesonide,78
233604007.0,buprenorphine,5
233604007.0,capecitabine,8
233604007.0,castor oil,5
233604007.0,celebrex,7
233604007.0,celecoxib,7
233604007.0,cialis,68
233604007.0,copaxone,2
233604007.0,crestor,4
233604007.0,cymbalta,5
233604007.0,dabigatran,4
233604007.0,darunavir,24
233604007.0,denosumab,6
233604007.0,dexlansoprazole,2
233604007.0,diovan,2
233604007.0,doxycycline,269
233604007.0,duloxetine,10
233604007.0,enbrel,3
233604007.0,epoetin alfa,2
233604007.0,esomeprazole,16
233604007.0,etanercept,54
233604007.0,everolimus,54
233604007.0,evista,1
233604007.0,fenofibrate,3
233604007.0,fentanyl,30
233604007.0,filgrastim,20
233604007.0,fingolimod,9
233604007.0,fluticasone propionate,17
233604007.0,heparin,118
233604007.0,herceptin,3
233604007.0,humalog,1
233604007.0,humira,5
233604007.0,ibuprofen,50
233604007.0,imatinib,41
233604007.0,infliximab,112
233604007.0,insulin,180
233604007.0,levothyroxine,9
233604007.0,lidocaine,10
233604007.0,lipitor,8
233604007.0,lisdexamfetamine,2
233604007.0,lyrica,3
233604007.0,melatonin,13
233604007.0,memantine,4
233604007.0,metoprolol,12
233604007.0,mometasone,6
233604007.0,neupogen,2
233604007.0,nexium,12
233604007.0,nicotine,70
233604007.0,omalizumab,7
233604007.0,orencia,1
233604007.0,oseltamivir,366
233604007.0,oxycodone,9
233604007.0,palivizumab,23
233604007.0,paracetamol,46
233604007.0,pegfilgrastim,4
233604007.0,pemetrexed,11
233604007.0,pregabalin,6
233604007.0,prevnar 13,58
233604007.0,prezista,1
233604007.0,quetiapine,15
233604007.0,rabeprazole,8
233604007.0,raloxifene,1
233604007.0,raltegravir,6
233604007.0,ranibizumab,1
233604007.0,remicade,3
233604007.0,rituximab,194
233604007.0,rivaroxaban,6
233604007.0,rosuvastatin,9
233604007.0,seroquel xr,1
233604007.0,sildenafil,12
233604007.0,sitagliptin,1
233604007.0,suboxone,2
233604007.0,symbicort,5
233604007.0,synagis,2
233604007.0,synthroid,4
233604007.0,tadalafil,21
233604007.0,tamiflu,82
233604007.0,telaprevir,1
233604007.0,tiotropium bromide,2
233604007.0,trastuzumab,12
233604007.0,triamcinolone,8
233604007.0,truvada,1
233604007.0,ustekinumab,10
233604007.0,vaccines,2205
233604007.0,valsartan,2
233604007.0,ventolin hfa,2
233604007.0,viagra,93
233604007.0,victoza,1
233604007.0,vytorin,1
233604007.0,warfarin,26
233604007.0,xeloda,1
233604007.0,xgeva,1
233604007.0,zetia,2
23502006.0,acetaminophen,2
23502006.0,adderall,1
23502006.0,adderall xr,1
23502006.0,aspirin,4
23502006.0,benadryl,1
23502006.0,castor oil,1
23502006.0,celebrex,2
23502006.0,celecoxib,2
23502006.0,cialis,5
23502006.0,doxycycline,431
23502006.0,enbrel,2
23502006.0,esomeprazole,1
23502006.0,eszopiclone,1
23502006.0,etanercept,1
23502006.0,fentanyl,1
23502006.0,glatiramer,1
23502006.0,heparin,1
23502006.0,ibuprofen,2
23502006.0,insulin,20
23502006.0,lidocaine,4
23502006.0,lipitor,2
23502006.0,lunesta,3
23502006.0,lyrica,4
23502006.0,melatonin,4
23502006.0,nexium,1
23502006.0,nicotine,2
23502006.0,oxycodone,1
23502006.0,pregabalin,3
23502006.0,ranibizumab,2
23502006.0,remicade,1
23502006.0,rituximab,1
23502006.0,suboxone,1
23502006.0,triamcinolone,1
23502006.0,vaccines,311
23502006.0,viagra,13
23502006.0,warfarin,3
