Disease,Demographics,Counts
11381005.0,isentress,2
11381005.0,janumet,4
11381005.0,januvia,20
11381005.0,lantus,5
11381005.0,lantus solostar,1
11381005.0,levothyroxine,89
11381005.0,lidocaine,200
11381005.0,lipitor,101
11381005.0,liraglutide,8
11381005.0,lisdexamfetamine,2
11381005.0,lovaza,3
11381005.0,lucentis,2
11381005.0,lunesta,7
11381005.0,lyrica,36
11381005.0,melatonin,277
11381005.0,memantine,15
11381005.0,methylphenidate,36
11381005.0,metoprolol,73
11381005.0,mometasone,67
11381005.0,namenda,7
11381005.0,nasonex,27
11381005.0,neulasta,1
11381005.0,neupogen,2
11381005.0,nexium,151
11381005.0,nexplanon,32
11381005.0,nicotine,512
11381005.0,novolog,3
11381005.0,omalizumab,10
11381005.0,orencia,1
11381005.0,oseltamivir,9
11381005.0,oxycodone,60
11381005.0,oxycontin,35
11381005.0,palivizumab,3
11381005.0,paracetamol,152
11381005.0,pegfilgrastim,3
11381005.0,pemetrexed,37
11381005.0,pepto bismol,13
11381005.0,pitocin,6
11381005.0,pradaxa,4
11381005.0,pregabalin,29
11381005.0,prevnar 13,2
11381005.0,prezista,4
11381005.0,quetiapine,60
11381005.0,rabeprazole,25
11381005.0,raloxifene,58
11381005.0,raltegravir,5
11381005.0,ranibizumab,2
11381005.0,rebif,5
11381005.0,remicade,24
11381005.0,restasis,7
11381005.0,reyataz,4
11381005.0,ritalin,63
11381005.0,rituximab,65
11381005.0,rivaroxaban,9
11381005.0,rosuvastatin,39
11381005.0,sensipar,1
11381005.0,seroquel xr,18
11381005.0,sildenafil,259
11381005.0,sitagliptin,20
11381005.0,solifenacin,4
11381005.0,stelara,10
11381005.0,stribild,1
11381005.0,suboxone,19
11381005.0,symbicort,9
11381005.0,synagis,2
11381005.0,synthroid,161
11381005.0,tadalafil,195
11381005.0,tamiflu,24
11381005.0,telaprevir,10
11381005.0,tiotropium bromide,1
11381005.0,trastuzumab,31
11381005.0,triamcinolone,193
11381005.0,truvada,11
11381005.0,tylenol pm,1
11381005.0,ustekinumab,35
11381005.0,vaccines,465
11381005.0,valsartan,34
11381005.0,ventolin hfa,21
11381005.0,vesicare,6
11381005.0,viagra,1127
11381005.0,victoza,4
11381005.0,vytorin,30
11381005.0,vyvanse,18
11381005.0,warfarin,162
11381005.0,xarelto,10
11381005.0,xeloda,19
11381005.0,xgeva,2
11381005.0,zetia,21
11381005.0,zytiga,1
11654001.0,abatacept,1
11654001.0,acetaminophen,12
11654001.0,adalimumab,5
11654001.0,aspirin,15
11654001.0,celebrex,1
11654001.0,cialis,1
11654001.0,doxycycline,1
11654001.0,enbrel,2
11654001.0,etanercept,4
11654001.0,heparin,5
11654001.0,humira,2
11654001.0,ibuprofen,40
11654001.0,infliximab,4
11654001.0,insulin,12
11654001.0,lidocaine,3
11654001.0,lyrica,1
11654001.0,paracetamol,2
11654001.0,pregabalin,1
11654001.0,remicade,1
11654001.0,rituximab,1
11654001.0,rosuvastatin,1
11654001.0,triamcinolone,2
11654001.0,viagra,2
129103003.0,abatacept,3
129103003.0,abilify,7
129103003.0,abiraterone,4
129103003.0,acetaminophen,90
129103003.0,aciphex,2
129103003.0,adalimumab,11
129103003.0,adderall,10
129103003.0,androgel,5
129103003.0,aranesp,2
129103003.0,aripiprazole,7
129103003.0,aspirin,258
129103003.0,atazanavir,1
129103003.0,atorvastatin,25
129103003.0,avastin,15
129103003.0,avonex,3
129103003.0,benadryl,4
129103003.0,benicar,4
129103003.0,bevacizumab,60
129103003.0,budesonide,9
129103003.0,buprenorphine,16
129103003.0,capecitabine,4
129103003.0,castor oil,55
129103003.0,celebrex,11
129103003.0,celecoxib,55
129103003.0,cialis,49
129103003.0,cinacalcet,5
129103003.0,copaxone,4
129103003.0,crestor,4
129103003.0,cymbalta,15
129103003.0,dabigatran,5
129103003.0,darunavir,7
129103003.0,denosumab,5
129103003.0,dexlansoprazole,2
129103003.0,diovan,3
129103003.0,doxycycline,51
129103003.0,duloxetine,18
129103003.0,enbrel,9
129103003.0,epoetin alfa,2
129103003.0,epogen,5
129103003.0,esomeprazole,7
129103003.0,eszopiclone,7
129103003.0,etanercept,32
129103003.0,everolimus,19
129103003.0,evista,13
129103003.0,ezetimibe,1
129103003.0,fenofibrate,12
129103003.0,fentanyl,45
129103003.0,filgrastim,6
129103003.0,fingolimod,3
129103003.0,fluticasone propionate,1
129103003.0,gilenya,2
129103003.0,glatiramer,1
129103003.0,gravol,4
129103003.0,heparin,203
129103003.0,herceptin,10
129103003.0,humira,16
129103003.0,hydrocodone bitartrate,1
129103003.0,hydrocortisone cream,6
129103003.0,ibuprofen,312
129103003.0,imatinib,19
129103003.0,infliximab,38
129103003.0,insulin,911
129103003.0,insulin glargine,2
129103003.0,januvia,4
129103003.0,lantus,1
129103003.0,levothyroxine,36
129103003.0,lidocaine,45
129103003.0,lipitor,8
129103003.0,lucentis,1
129103003.0,lunesta,2
129103003.0,lyrica,16
129103003.0,melatonin,136
129103003.0,memantine,3
129103003.0,methylphenidate,4
129103003.0,metoprolol,9
129103003.0,nasonex,3
129103003.0,neupogen,3
129103003.0,nexium,7
129103003.0,nexplanon,15
129103003.0,nicotine,81
129103003.0,omalizumab,3
129103003.0,orencia,1
129103003.0,oseltamivir,6
129103003.0,oxycodone,48
129103003.0,oxycontin,17
129103003.0,palivizumab,3
129103003.0,paracetamol,83
129103003.0,pegfilgrastim,4
129103003.0,pemetrexed,1
129103003.0,pepto bismol,1
129103003.0,pitocin,11
129103003.0,pregabalin,30
129103003.0,quetiapine,7
129103003.0,rabeprazole,1
129103003.0,raloxifene,128
129103003.0,ranibizumab,4
129103003.0,rebif,3
129103003.0,remicade,2
129103003.0,restasis,1
129103003.0,ritalin,8
129103003.0,rituximab,8
129103003.0,rivaroxaban,3
129103003.0,rosuvastatin,7
129103003.0,sildenafil,50
129103003.0,sitagliptin,3
129103003.0,solifenacin,2
129103003.0,stelara,1
129103003.0,suboxone,4
129103003.0,synagis,4
129103003.0,synthroid,23
129103003.0,tadalafil,33
129103003.0,tamiflu,5
129103003.0,telaprevir,3
129103003.0,trastuzumab,11
129103003.0,triamcinolone,7
129103003.0,truvada,1
129103003.0,tylenol pm,2
129103003.0,ustekinumab,3
129103003.0,vaccines,90
129103003.0,valsartan,5
129103003.0,ventolin hfa,1
129103003.0,vesicare,3
129103003.0,viagra,118
129103003.0,vytorin,1
129103003.0,vyvanse,1
129103003.0,warfarin,85
129103003.0,xarelto,3
129103003.0,xeloda,1
129103003.0,zytiga,1
13746004.0,abatacept,2
13746004.0,abilify,661
13746004.0,abiraterone,2
13746004.0,acetaminophen,167
13746004.0,aciphex,3
13746004.0,adalimumab,22
13746004.0,adderall,311
13746004.0,adderall xr,18
13746004.0,afinitor,2
13746004.0,alimta,1
13746004.0,androgel,1
13746004.0,aranesp,1
13746004.0,aripiprazole,1163
13746004.0,aspirin,340
13746004.0,atazanavir,16
13746004.0,atorvastatin,55
13746004.0,atripla,2
13746004.0,avastin,6
13746004.0,avonex,3
13746004.0,benadryl,71
13746004.0,benicar,6
13746004.0,bevacizumab,14
13746004.0,budesonide,15
13746004.0,buprenorphine,127
13746004.0,capecitabine,12
13746004.0,castor oil,4
13746004.0,celebrex,19
13746004.0,celecoxib,71
13746004.0,cialis,95
13746004.0,cinacalcet,4
13746004.0,complera,1
13746004.0,copaxone,1
13746004.0,crestor,23
13746004.0,cymbalta,176
13746004.0,dabigatran,8
13746004.0,darunavir,3
13746004.0,denosumab,4
13746004.0,dexlansoprazole,4
13746004.0,diovan,8
13746004.0,divalproex sodium,233
13746004.0,doxycycline,57
13746004.0,duloxetine,302
13746004.0,enbrel,8
13746004.0,epoetin alfa,1
13746004.0,esomeprazole,18
13746004.0,eszopiclone,30
13746004.0,etanercept,23
13746004.0,everolimus,4
13746004.0,evista,2
13746004.0,ezetimibe,10
13746004.0,fenofibrate,12
13746004.0,fentanyl,131
13746004.0,filgrastim,2
13746004.0,fingolimod,7
13746004.0,fluticasone propionate,1
13746004.0,gilenya,1
13746004.0,glatiramer,14
13746004.0,gravol,1
13746004.0,heparin,71
13746004.0,herceptin,8
13746004.0,humalog,2
13746004.0,humira,7
13746004.0,hydrocodone bitartrate,3
13746004.0,hydrocortisone cream,4
13746004.0,ibuprofen,158
13746004.0,imatinib,18
13746004.0,infliximab,40
13746004.0,insulin,1288
13746004.0,insulin aspart,3
13746004.0,insulin detemir,2
13746004.0,insulin glargine,5
13746004.0,insulin lispro,3
13746004.0,isentress,1
13746004.0,janumet,3
13746004.0,januvia,5
13746004.0,lantus,1
13746004.0,levothyroxine,119
13746004.0,lidocaine,43
13746004.0,lipitor,35
13746004.0,liraglutide,23
13746004.0,lisdexamfetamine,49
13746004.0,lovaza,6
13746004.0,lucentis,2
13746004.0,lunesta,30
13746004.0,lyrica,59
13746004.0,melatonin,625
13746004.0,memantine,177
13746004.0,methylphenidate,488
13746004.0,metoprolol,45
13746004.0,mometasone,5
13746004.0,namenda,20
13746004.0,nasonex,5
13746004.0,neulasta,1
13746004.0,neupogen,1
13746004.0,nexium,34
13746004.0,nicotine,1028
13746004.0,novolog,1
13746004.0,omalizumab,2
13746004.0,orencia,2
13746004.0,oseltamivir,9
13746004.0,oxycodone,140
13746004.0,oxycontin,96
13746004.0,paracetamol,58
13746004.0,pemetrexed,5
13746004.0,pepto bismol,1
13746004.0,pitocin,1
13746004.0,pradaxa,7
13746004.0,pregabalin,148
13746004.0,prevnar 13,1
13746004.0,proair hfa,1
13746004.0,quetiapine,1592
13746004.0,rabeprazole,6
13746004.0,raloxifene,16
13746004.0,raltegravir,5
13746004.0,ranibizumab,2
13746004.0,rebif,2
13746004.0,remicade,9
13746004.0,ritalin,385
13746004.0,rituximab,18
13746004.0,rivaroxaban,5
13746004.0,rosuvastatin,28
13746004.0,seroquel xr,67
13746004.0,sildenafil,59
13746004.0,sitagliptin,8
13746004.0,solifenacin,3
13746004.0,stribild,2
13746004.0,suboxone,72
13746004.0,symbicort,8
13746004.0,synagis,1
13746004.0,synthroid,54
13746004.0,tadalafil,27
13746004.0,tamiflu,11
13746004.0,telaprevir,5
13746004.0,trastuzumab,13
13746004.0,triamcinolone,7
13746004.0,truvada,6
13746004.0,tylenol pm,3
13746004.0,ustekinumab,2
13746004.0,vaccines,225
13746004.0,valsartan,26
13746004.0,vesicare,2
13746004.0,viagra,161
13746004.0,victoza,2
13746004.0,vytorin,7
13746004.0,vyvanse,66
13746004.0,warfarin,151
13746004.0,xarelto,9
13746004.0,xeloda,2
13746004.0,xgeva,1
13746004.0,zetia,5
13746004.0,zytiga,3
14669001.0,abatacept,1
14669001.0,abilify,1
14669001.0,abiraterone,1
14669001.0,acetaminophen,17
14669001.0,aciphex,1
14669001.0,adalimumab,3
14669001.0,aspirin,51
14669001.0,atorvastatin,8
14669001.0,avastin,1
14669001.0,benadryl,3
14669001.0,bevacizumab,4
14669001.0,capecitabine,2
14669001.0,celebrex,1
14669001.0,celecoxib,3
14669001.0,cialis,4
14669001.0,cinacalcet,2
14669001.0,crestor,2
14669001.0,dabigatran,3
14669001.0,darunavir,1
14669001.0,dexilant,1
14669001.0,doxycycline,9
14669001.0,esomeprazole,2
14669001.0,etanercept,3
14669001.0,everolimus,2
14669001.0,ezetimibe,1
14669001.0,fenofibrate,3
14669001.0,fentanyl,3
14669001.0,fingolimod,1
14669001.0,heparin,37
14669001.0,hydrocortisone cream,2
14669001.0,ibuprofen,31
14669001.0,imatinib,1
14669001.0,infliximab,5
14669001.0,insulin,92
14669001.0,insulin glargine,3
14669001.0,januvia,1
14669001.0,levothyroxine,5
14669001.0,lipitor,6
14669001.0,liraglutide,3
14669001.0,lyrica,2
14669001.0,melatonin,1
14669001.0,metoprolol,7
14669001.0,nexium,4
14669001.0,nicotine,4
14669001.0,omalizumab,1
14669001.0,oseltamivir,6
14669001.0,oxycodone,3
14669001.0,paracetamol,15
14669001.0,pegfilgrastim,1
14669001.0,pemetrexed,3
14669001.0,pradaxa,2
14669001.0,pregabalin,3
14669001.0,quetiapine,1
14669001.0,rituximab,18
14669001.0,rivaroxaban,3
14669001.0,rosuvastatin,7
14669001.0,sildenafil,2
14669001.0,sitagliptin,4
14669001.0,symbicort,1
14669001.0,tadalafil,2
14669001.0,tamiflu,2
14669001.0,trastuzumab,1
14669001.0,triamcinolone,1
14669001.0,vaccines,19
14669001.0,viagra,6
14669001.0,victoza,1
14669001.0,warfarin,10
15188001.0,abilify,3
15188001.0,acetaminophen,57
15188001.0,aciphex,1
15188001.0,adalimumab,9
15188001.0,adderall,5
15188001.0,adderall xr,2
15188001.0,aripiprazole,3
15188001.0,aspirin,218
15188001.0,atorvastatin,6
15188001.0,atripla,1
15188001.0,avastin,4
15188001.0,benadryl,3
15188001.0,benicar,1
15188001.0,bevacizumab,27
15188001.0,budesonide,3
15188001.0,buprenorphine,12
15188001.0,capecitabine,6
15188001.0,castor oil,24
15188001.0,celebrex,4
15188001.0,celecoxib,5
15188001.0,cialis,90
15188001.0,cinacalcet,3
15188001.0,copaxone,1
15188001.0,crestor,1
15188001.0,cymbalta,1
15188001.0,dabigatran,6
15188001.0,darbepoetin alfa,2
15188001.0,darunavir,2
15188001.0,denosumab,11
15188001.0,dexlansoprazole,2
15188001.0,diovan,2
15188001.0,divalproex sodium,4
15188001.0,doxycycline,66
15188001.0,duloxetine,8
15188001.0,enbrel,2
15188001.0,epoetin alfa,1
15188001.0,esomeprazole,3
15188001.0,etanercept,19
15188001.0,everolimus,1
15188001.0,ezetimibe,2
15188001.0,fenofibrate,2
15188001.0,fentanyl,34
15188001.0,filgrastim,3
15188001.0,fingolimod,1
15188001.0,glatiramer,4
15188001.0,gravol,3
15188001.0,heparin,70
15188001.0,herceptin,1
15188001.0,humalog,1
15188001.0,humira,1
15188001.0,ibuprofen,55
15188001.0,imatinib,8
15188001.0,infliximab,27
15188001.0,insulin,771
15188001.0,insulin aspart,4
15188001.0,insulin detemir,2
15188001.0,insulin glargine,4
15188001.0,insulin lispro,3
15188001.0,januvia,5
15188001.0,lantus,5
15188001.0,levemir,2
15188001.0,levothyroxine,24
15188001.0,lidocaine,52
15188001.0,lipitor,6
15188001.0,liraglutide,1
15188001.0,lisdexamfetamine,2
15188001.0,lucentis,1
15188001.0,melatonin,45
15188001.0,memantine,9
15188001.0,methylphenidate,10
15188001.0,metoprolol,14
15188001.0,mometasone,3
15188001.0,namenda,1
15188001.0,nasonex,2
15188001.0,neulasta,1
15188001.0,nexium,5
15188001.0,nicotine,78
15188001.0,omalizumab,3
15188001.0,oseltamivir,5
15188001.0,oxycodone,14
15188001.0,oxycontin,11
15188001.0,paracetamol,42
15188001.0,pemetrexed,3
15188001.0,pepto bismol,3
15188001.0,pitocin,3
15188001.0,pradaxa,1
15188001.0,pregabalin,13
15188001.0,prevnar 13,1
15188001.0,quetiapine,10
15188001.0,rabeprazole,1
15188001.0,raloxifene,1
15188001.0,ranibizumab,1
15188001.0,rebif,1
15188001.0,remicade,1
15188001.0,ritalin,9
15188001.0,rituximab,36
15188001.0,rosuvastatin,1
15188001.0,seroquel xr,1
15188001.0,sildenafil,78
15188001.0,sitagliptin,1
15188001.0,solifenacin,1
15188001.0,suboxone,5
15188001.0,synthroid,7
15188001.0,tadalafil,64
15188001.0,tamiflu,4
15188001.0,telaprevir,1
15188001.0,trastuzumab,6
15188001.0,triamcinolone,14
15188001.0,truvada,1
15188001.0,vaccines,793
15188001.0,valsartan,5
15188001.0,viagra,121
15188001.0,vyvanse,2
15188001.0,warfarin,36
15188001.0,xeloda,1
15188001.0,zetia,1
161712005.0,abatacept,13
161712005.0,abilify,18
161712005.0,abiraterone,26
161712005.0,acetaminophen,222
161712005.0,aciphex,22
161712005.0,adalimumab,27
161712005.0,adderall,57
161712005.0,adderall xr,10
161712005.0,afinitor,16
161712005.0,alimta,2
161712005.0,androgel,50
161712005.0,aranesp,1
161712005.0,aripiprazole,27
161712005.0,aspirin,1226
161712005.0,atazanavir,13
161712005.0,atorvastatin,160
161712005.0,atripla,9
161712005.0,avastin,34
161712005.0,avonex,12
161712005.0,benadryl,54
161712005.0,benicar,14
161712005.0,bevacizumab,131
161712005.0,budesonide,41
161712005.0,buprenorphine,30
161712005.0,capecitabine,129
161712005.0,castor oil,108
161712005.0,celebrex,66
161712005.0,celecoxib,72
161712005.0,cialis,427
161712005.0,cinacalcet,11
161712005.0,complera,2
161712005.0,copaxone,12
161712005.0,crestor,39
161712005.0,cymbalta,62
161712005.0,dabigatran,15
161712005.0,darunavir,15
161712005.0,denosumab,454
161712005.0,dexilant,1
161712005.0,dexlansoprazole,2
161712005.0,diovan,19
161712005.0,divalproex sodium,7
161712005.0,doxycycline,120
161712005.0,duloxetine,84
161712005.0,enbrel,18
161712005.0,epoetin alfa,2
161712005.0,epogen,3
161712005.0,esomeprazole,27
161712005.0,eszopiclone,31
161712005.0,etanercept,43
161712005.0,everolimus,135
161712005.0,evista,197
161712005.0,ezetimibe,29
161712005.0,fenofibrate,34
161712005.0,fentanyl,52
161712005.0,filgrastim,30
161712005.0,fingolimod,2
161712005.0,fluticasone propionate,5
161712005.0,gilenya,3
161712005.0,glatiramer,14
161712005.0,gravol,5
161712005.0,heparin,394
161712005.0,herceptin,180
161712005.0,humalog,10
161712005.0,humalog kwikpen,1
161712005.0,humira,19
161712005.0,hydrocodone bitartrate,1
161712005.0,hydrocortisone cream,11
161712005.0,ibuprofen,409
161712005.0,imatinib,47
161712005.0,infliximab,57
161712005.0,insulin,7117
161712005.0,insulin aspart,4
161712005.0,insulin detemir,2
161712005.0,insulin glargine,13
161712005.0,insulin lispro,1
161712005.0,isentress,2
161712005.0,janumet,4
161712005.0,januvia,12
161712005.0,lantus,13
161712005.0,lantus solostar,1
161712005.0,levemir,3
161712005.0,levothyroxine,230
161712005.0,lidocaine,118
161712005.0,lipitor,97
161712005.0,liraglutide,29
161712005.0,lisdexamfetamine,12
161712005.0,lovaza,5
161712005.0,lucentis,4
161712005.0,lunesta,38
161712005.0,lyrica,41
161712005.0,melatonin,934
161712005.0,memantine,42
161712005.0,methylphenidate,70
161712005.0,metoprolol,69
161712005.0,mometasone,13
161712005.0,namenda,13
161712005.0,nasonex,7
161712005.0,neulasta,13
161712005.0,neupogen,16
161712005.0,nexium,71
161712005.0,nexplanon,17
161712005.0,nicotine,707
161712005.0,novolog,9
161712005.0,omalizumab,10
161712005.0,orencia,1
161712005.0,oseltamivir,11
161712005.0,oxycodone,43
161712005.0,oxycontin,32
161712005.0,palivizumab,1
161712005.0,paracetamol,146
161712005.0,pegfilgrastim,14
161712005.0,pemetrexed,11
161712005.0,pepto bismol,2
161712005.0,pitocin,15
161712005.0,pradaxa,4
161712005.0,pregabalin,65
161712005.0,prevnar 13,2
161712005.0,proair hfa,1
161712005.0,quetiapine,45
161712005.0,rabeprazole,16
161712005.0,raloxifene,1209
161712005.0,raltegravir,18
161712005.0,ranibizumab,6
161712005.0,rebif,10
161712005.0,remicade,13
161712005.0,renvela,1
161712005.0,restasis,14
161712005.0,reyataz,3
161712005.0,ritalin,73
161712005.0,rituximab,66
161712005.0,rivaroxaban,14
161712005.0,rosuvastatin,50
161712005.0,sensipar,3
161712005.0,seroquel xr,2
161712005.0,sildenafil,261
161712005.0,sitagliptin,20
161712005.0,solifenacin,18
161712005.0,stelara,3
161712005.0,stribild,3
161712005.0,suboxone,7
161712005.0,symbicort,4
161712005.0,synagis,3
161712005.0,synthroid,130
161712005.0,tadalafil,110
161712005.0,tamiflu,7
161712005.0,telaprevir,5
161712005.0,tiotropium bromide,2
161712005.0,trastuzumab,591
161712005.0,triamcinolone,27
161712005.0,truvada,13
161712005.0,tylenol pm,11
161712005.0,ustekinumab,5
161712005.0,vaccines,493
161712005.0,valsartan,30
161712005.0,ventolin hfa,3
161712005.0,vesicare,5
161712005.0,viagra,1034
161712005.0,victoza,3
161712005.0,vytorin,9
161712005.0,vyvanse,11
161712005.0,warfarin,321
161712005.0,xarelto,10
161712005.0,xeloda,20
161712005.0,xgeva,16
161712005.0,xolair,3
161712005.0,zetia,13
161712005.0,zytiga,2
18193002.0,abilify,3
18193002.0,acetaminophen,4
18193002.0,adderall,3
18193002.0,adderall xr,1
18193002.0,aripiprazole,4
18193002.0,aspirin,33
18193002.0,atripla,1
18193002.0,buprenorphine,3
18193002.0,castor oil,3
18193002.0,cialis,12
18193002.0,cinacalcet,1
18193002.0,copaxone,1
18193002.0,crestor,1
18193002.0,cymbalta,5
18193002.0,doxycycline,1
18193002.0,duloxetine,5
18193002.0,fingolimod,1
18193002.0,gilenya,2
18193002.0,hydrocortisone cream,1
18193002.0,ibuprofen,8
18193002.0,insulin,34
18193002.0,levothyroxine,1
18193002.0,lidocaine,2
18193002.0,lipitor,2
18193002.0,lyrica,3
18193002.0,melatonin,5
18193002.0,methylphenidate,4
18193002.0,nexplanon,1
18193002.0,nicotine,21
18193002.0,omalizumab,1
18193002.0,oxycodone,1
18193002.0,oxycontin,1
18193002.0,paracetamol,3
18193002.0,pepto bismol,1
18193002.0,quetiapine,4
18193002.0,ritalin,5
18193002.0,sildenafil,3
18193002.0,suboxone,1
18193002.0,tadalafil,2
18193002.0,tamiflu,2
18193002.0,truvada,2
18193002.0,vaccines,12
18193002.0,viagra,17
18718003.0,abatacept,3
18718003.0,abilify,1
18718003.0,acetaminophen,42
18718003.0,adalimumab,7
18718003.0,adderall,6
18718003.0,androgel,2
18718003.0,aripiprazole,2
18718003.0,aspirin,158
18718003.0,atorvastatin,7
