Disease,Demographics,Counts
10743008.0,oxycodone,17
10743008.0,oxycontin,4
10743008.0,paracetamol,33
10743008.0,pegfilgrastim,1
10743008.0,pemetrexed,1
10743008.0,pepto bismol,4
10743008.0,pregabalin,59
10743008.0,quetiapine,9
10743008.0,rabeprazole,9
10743008.0,raloxifene,1
10743008.0,raltegravir,2
10743008.0,rebif,1
10743008.0,remicade,15
10743008.0,renvela,1
10743008.0,restasis,3
10743008.0,reyataz,4
10743008.0,ritalin,13
10743008.0,rituximab,8
10743008.0,rivaroxaban,1
10743008.0,rosuvastatin,2
10743008.0,sensipar,1
10743008.0,sildenafil,13
10743008.0,solifenacin,9
10743008.0,stelara,2
10743008.0,suboxone,2
10743008.0,symbicort,1
10743008.0,synthroid,12
10743008.0,tadalafil,10
10743008.0,telaprevir,1
10743008.0,trastuzumab,7
10743008.0,triamcinolone,3
10743008.0,truvada,2
10743008.0,tylenol pm,1
10743008.0,ustekinumab,2
10743008.0,vaccines,109
10743008.0,valsartan,2
10743008.0,vesicare,2
10743008.0,viagra,62
10743008.0,victoza,1
10743008.0,vyvanse,1
10743008.0,warfarin,36
10743008.0,xarelto,1
10743008.0,xeloda,2
10743008.0,xolair,1
11381005.0,abatacept,1
11381005.0,abilify,17
11381005.0,abiraterone,6
11381005.0,acetaminophen,102
11381005.0,aciphex,17
11381005.0,adalimumab,54
11381005.0,adderall,42
11381005.0,adderall xr,4
11381005.0,afinitor,4
11381005.0,androgel,46
11381005.0,aripiprazole,12
11381005.0,aspirin,452
11381005.0,atazanavir,4
11381005.0,atorvastatin,25
11381005.0,atripla,1
11381005.0,avastin,2
11381005.0,avonex,4
11381005.0,benadryl,36
11381005.0,benicar,14
11381005.0,bevacizumab,25
11381005.0,budesonide,37
11381005.0,buprenorphine,9
11381005.0,capecitabine,9
11381005.0,castor oil,240
11381005.0,celebrex,25
11381005.0,celecoxib,10
11381005.0,cialis,279
11381005.0,complera,1
11381005.0,copaxone,1
11381005.0,crestor,24
11381005.0,cymbalta,27
11381005.0,dabigatran,5
11381005.0,darunavir,3
11381005.0,dexilant,3
11381005.0,dexlansoprazole,2
11381005.0,diovan,12
11381005.0,divalproex sodium,1
11381005.0,doxycycline,1157
11381005.0,duloxetine,6
11381005.0,enbrel,5
11381005.0,epoetin alfa,2
11381005.0,esomeprazole,16
11381005.0,etanercept,32
11381005.0,everolimus,36
11381005.0,evista,5
11381005.0,ezetimibe,9
11381005.0,fenofibrate,10
11381005.0,fentanyl,7
11381005.0,filgrastim,1
11381005.0,fingolimod,1
11381005.0,fluticasone propionate,4
11381005.0,heparin,24
11381005.0,herceptin,5
11381005.0,humira,10
11381005.0,hydrocortisone cream,47
11381005.0,ibuprofen,170
11381005.0,imatinib,12
11381005.0,infliximab,62
11381005.0,insulin,2109
11381005.0,insulin aspart,1
11381005.0,insulin detemir,1
11381005.0,insulin glargine,1
11381005.0,insulin lispro,1
11381005.0,janumet,1
11381005.0,januvia,4
11381005.0,lantus,1
11381005.0,levothyroxine,17
11381005.0,lidocaine,47
11381005.0,lipitor,34
11381005.0,liraglutide,4
11381005.0,lisdexamfetamine,1
11381005.0,lovaza,1
11381005.0,lunesta,3
11381005.0,lyrica,7
11381005.0,melatonin,64
11381005.0,memantine,4
11381005.0,methylphenidate,8
11381005.0,metoprolol,15
11381005.0,mometasone,40
11381005.0,namenda,3
11381005.0,nasonex,8
11381005.0,neupogen,1
11381005.0,nexium,41
11381005.0,nexplanon,16
11381005.0,nicotine,165
11381005.0,omalizumab,2
11381005.0,oseltamivir,3
11381005.0,oxycodone,19
11381005.0,oxycontin,7
11381005.0,paracetamol,49
11381005.0,pemetrexed,13
11381005.0,pepto bismol,7
11381005.0,pitocin,1
11381005.0,pradaxa,1
11381005.0,pregabalin,9
11381005.0,prezista,1
11381005.0,quetiapine,19
11381005.0,rabeprazole,8
11381005.0,raloxifene,21
11381005.0,raltegravir,3
11381005.0,rebif,2
11381005.0,remicade,6
11381005.0,restasis,1
11381005.0,reyataz,1
11381005.0,ritalin,15
11381005.0,rituximab,14
11381005.0,rivaroxaban,1
11381005.0,rosuvastatin,9
11381005.0,seroquel xr,4
11381005.0,sildenafil,70
11381005.0,sitagliptin,7
11381005.0,stelara,5
11381005.0,suboxone,8
11381005.0,symbicort,2
11381005.0,synthroid,45
11381005.0,tadalafil,56
11381005.0,tamiflu,10
11381005.0,telaprevir,6
11381005.0,trastuzumab,9
11381005.0,triamcinolone,73
11381005.0,truvada,5
11381005.0,ustekinumab,5
11381005.0,vaccines,156
11381005.0,valsartan,10
11381005.0,ventolin hfa,3
11381005.0,vesicare,3
11381005.0,viagra,450
11381005.0,vytorin,4
11381005.0,vyvanse,3
11381005.0,warfarin,45
11381005.0,xarelto,5
11381005.0,xeloda,1
11381005.0,xgeva,1
11381005.0,zetia,6
11654001.0,acetaminophen,7
11654001.0,adalimumab,2
11654001.0,aspirin,2
11654001.0,cialis,1
11654001.0,doxycycline,1
11654001.0,etanercept,1
11654001.0,heparin,1
11654001.0,ibuprofen,11
11654001.0,insulin,4
11654001.0,paracetamol,2
129103003.0,abatacept,1
129103003.0,abilify,1
129103003.0,abiraterone,1
129103003.0,acetaminophen,27
129103003.0,adalimumab,1
129103003.0,adderall,2
129103003.0,androgel,2
129103003.0,aripiprazole,2
129103003.0,aspirin,83
129103003.0,atorvastatin,15
129103003.0,avastin,3
129103003.0,benadryl,1
129103003.0,benicar,1
129103003.0,bevacizumab,28
129103003.0,budesonide,2
129103003.0,buprenorphine,7
129103003.0,capecitabine,2
129103003.0,castor oil,24
129103003.0,celebrex,3
129103003.0,celecoxib,24
129103003.0,cialis,16
129103003.0,crestor,1
129103003.0,cymbalta,3
129103003.0,darunavir,2
129103003.0,denosumab,2
129103003.0,doxycycline,15
129103003.0,duloxetine,6
129103003.0,enbrel,4
129103003.0,epogen,1
129103003.0,etanercept,24
129103003.0,everolimus,5
129103003.0,evista,4
129103003.0,fenofibrate,4
129103003.0,fentanyl,6
129103003.0,fingolimod,1
129103003.0,gilenya,2
129103003.0,heparin,65
129103003.0,humira,6
129103003.0,hydrocodone bitartrate,1
129103003.0,ibuprofen,135
129103003.0,imatinib,6
129103003.0,infliximab,29
129103003.0,insulin,372
129103003.0,insulin glargine,1
129103003.0,januvia,2
129103003.0,levothyroxine,16
129103003.0,lidocaine,12
129103003.0,lipitor,1
129103003.0,lyrica,7
129103003.0,melatonin,75
129103003.0,methylphenidate,1
129103003.0,metoprolol,2
129103003.0,neupogen,2
129103003.0,nexium,2
129103003.0,nexplanon,9
129103003.0,nicotine,24
129103003.0,oxycodone,19
129103003.0,oxycontin,5
129103003.0,paracetamol,34
129103003.0,pegfilgrastim,1
129103003.0,pemetrexed,1
129103003.0,pitocin,1
129103003.0,pregabalin,12
129103003.0,raloxifene,65
129103003.0,ranibizumab,4
129103003.0,remicade,2
129103003.0,restasis,1
129103003.0,ritalin,3
129103003.0,rituximab,1
129103003.0,rosuvastatin,5
129103003.0,sildenafil,15
129103003.0,sitagliptin,1
129103003.0,solifenacin,1
129103003.0,suboxone,1
129103003.0,synthroid,3
129103003.0,tadalafil,11
129103003.0,tamiflu,2
129103003.0,telaprevir,2
129103003.0,triamcinolone,2
129103003.0,ustekinumab,1
129103003.0,vaccines,19
129103003.0,valsartan,1
129103003.0,viagra,43
129103003.0,warfarin,33
129103003.0,xarelto,1
129103003.0,xeloda,1
13746004.0,abilify,433
13746004.0,abiraterone,2
13746004.0,acetaminophen,41
13746004.0,aciphex,2
13746004.0,adalimumab,9
13746004.0,adderall,143
13746004.0,adderall xr,6
13746004.0,aripiprazole,707
13746004.0,aspirin,96
13746004.0,atazanavir,7
13746004.0,atorvastatin,8
13746004.0,avastin,1
13746004.0,avonex,1
13746004.0,benadryl,29
13746004.0,bevacizumab,4
13746004.0,budesonide,5
13746004.0,buprenorphine,45
13746004.0,capecitabine,3
13746004.0,celebrex,5
13746004.0,celecoxib,42
13746004.0,cialis,34
13746004.0,cinacalcet,3
13746004.0,crestor,1
13746004.0,cymbalta,72
13746004.0,darunavir,1
13746004.0,diovan,4
13746004.0,divalproex sodium,158
13746004.0,doxycycline,11
13746004.0,duloxetine,104
13746004.0,enbrel,1
13746004.0,esomeprazole,7
13746004.0,eszopiclone,6
13746004.0,etanercept,5
13746004.0,ezetimibe,1
13746004.0,fenofibrate,3
13746004.0,fentanyl,26
13746004.0,fingolimod,1
13746004.0,glatiramer,2
13746004.0,gravol,1
13746004.0,heparin,14
13746004.0,herceptin,3
13746004.0,humalog,1
13746004.0,humira,1
13746004.0,hydrocortisone cream,1
13746004.0,ibuprofen,41
13746004.0,imatinib,3
13746004.0,infliximab,13
13746004.0,insulin,448
13746004.0,insulin aspart,1
13746004.0,insulin detemir,1
13746004.0,insulin glargine,1
13746004.0,insulin lispro,3
13746004.0,isentress,1
13746004.0,januvia,1
13746004.0,levothyroxine,61
13746004.0,lidocaine,8
13746004.0,lipitor,13
13746004.0,liraglutide,8
13746004.0,lisdexamfetamine,16
13746004.0,lovaza,1
13746004.0,lunesta,9
13746004.0,lyrica,26
13746004.0,melatonin,274
13746004.0,memantine,70
13746004.0,methylphenidate,184
13746004.0,metoprolol,13
13746004.0,namenda,9
13746004.0,nasonex,1
13746004.0,neupogen,1
13746004.0,nexium,9
13746004.0,nicotine,513
13746004.0,oseltamivir,1
13746004.0,oxycodone,31
13746004.0,oxycontin,38
13746004.0,paracetamol,10
13746004.0,pemetrexed,1
13746004.0,pitocin,1
13746004.0,pradaxa,6
13746004.0,pregabalin,72
13746004.0,prevnar 13,1
13746004.0,quetiapine,970
13746004.0,rabeprazole,3
13746004.0,raloxifene,3
13746004.0,raltegravir,2
13746004.0,remicade,2
13746004.0,ritalin,157
13746004.0,rituximab,7
13746004.0,rosuvastatin,5
13746004.0,seroquel xr,48
13746004.0,sildenafil,16
13746004.0,solifenacin,2
13746004.0,suboxone,21
13746004.0,symbicort,1
13746004.0,synagis,1
13746004.0,synthroid,29
13746004.0,tadalafil,9
13746004.0,tamiflu,5
13746004.0,telaprevir,2
13746004.0,trastuzumab,4
13746004.0,triamcinolone,3
13746004.0,truvada,4
13746004.0,tylenol pm,1
13746004.0,ustekinumab,1
13746004.0,vaccines,75
13746004.0,valsartan,11
13746004.0,vesicare,2
13746004.0,viagra,69
13746004.0,vytorin,1
13746004.0,vyvanse,30
13746004.0,warfarin,58
13746004.0,xarelto,3
13746004.0,zytiga,2
14669001.0,abiraterone,1
14669001.0,acetaminophen,10
14669001.0,adalimumab,1
14669001.0,aspirin,16
14669001.0,atorvastatin,3
14669001.0,benadryl,1
14669001.0,bevacizumab,2
14669001.0,cialis,2
14669001.0,cinacalcet,2
14669001.0,crestor,1
14669001.0,dabigatran,1
14669001.0,doxycycline,2
14669001.0,everolimus,2
14669001.0,fenofibrate,2
14669001.0,fentanyl,2
14669001.0,fingolimod,1
14669001.0,heparin,8
14669001.0,ibuprofen,15
14669001.0,insulin,36
14669001.0,insulin glargine,1
14669001.0,januvia,1
14669001.0,levothyroxine,1
14669001.0,lipitor,2
14669001.0,liraglutide,2
14669001.0,metoprolol,1
14669001.0,omalizumab,1
14669001.0,oseltamivir,2
14669001.0,paracetamol,7
14669001.0,pegfilgrastim,1
14669001.0,pemetrexed,2
14669001.0,pradaxa,2
14669001.0,pregabalin,3
14669001.0,quetiapine,1
14669001.0,rituximab,7
14669001.0,rivaroxaban,1
14669001.0,rosuvastatin,2
14669001.0,sildenafil,1
14669001.0,sitagliptin,2
14669001.0,tadalafil,1
14669001.0,triamcinolone,1
14669001.0,viagra,1
14669001.0,victoza,1
14669001.0,warfarin,3
15188001.0,abilify,1
15188001.0,acetaminophen,24
15188001.0,adderall,2
15188001.0,aripiprazole,1
15188001.0,aspirin,86
15188001.0,atorvastatin,2
15188001.0,avastin,1
15188001.0,benicar,1
15188001.0,bevacizumab,10
15188001.0,budesonide,2
15188001.0,buprenorphine,2
15188001.0,castor oil,6
15188001.0,celecoxib,1
15188001.0,cialis,41
15188001.0,dabigatran,3
15188001.0,darbepoetin alfa,1
15188001.0,darunavir,1
15188001.0,denosumab,3
15188001.0,divalproex sodium,2
15188001.0,doxycycline,24
15188001.0,duloxetine,2
15188001.0,etanercept,4
15188001.0,fentanyl,3
15188001.0,glatiramer,1
15188001.0,gravol,2
15188001.0,heparin,15
15188001.0,ibuprofen,9
15188001.0,infliximab,11
15188001.0,insulin,385
15188001.0,insulin glargine,1
15188001.0,januvia,2
15188001.0,lantus,1
15188001.0,levothyroxine,4
15188001.0,lidocaine,16
15188001.0,melatonin,12
15188001.0,memantine,2
15188001.0,methylphenidate,3
15188001.0,metoprolol,1
15188001.0,mometasone,1
15188001.0,nexium,2
15188001.0,nicotine,24
15188001.0,oseltamivir,3
15188001.0,oxycodone,4
15188001.0,oxycontin,5
15188001.0,paracetamol,15
15188001.0,pemetrexed,2
15188001.0,pregabalin,2
15188001.0,quetiapine,2
15188001.0,rebif,1
15188001.0,ritalin,2
15188001.0,rituximab,18
15188001.0,rosuvastatin,1
15188001.0,sildenafil,46
15188001.0,suboxone,2
15188001.0,synthroid,1
15188001.0,tadalafil,41
15188001.0,tamiflu,2
15188001.0,trastuzumab,3
15188001.0,triamcinolone,2
15188001.0,vaccines,266
15188001.0,valsartan,3
15188001.0,viagra,71
15188001.0,warfarin,12
15188001.0,xeloda,1
161712005.0,abatacept,2
161712005.0,abilify,5
161712005.0,abiraterone,5
161712005.0,acetaminophen,43
161712005.0,aciphex,2
161712005.0,adalimumab,9
161712005.0,adderall,18
161712005.0,adderall xr,5
161712005.0,afinitor,10
161712005.0,alimta,1
161712005.0,androgel,14
161712005.0,aripiprazole,7
161712005.0,aspirin,488
161712005.0,atazanavir,5
161712005.0,atorvastatin,59
161712005.0,atripla,1
161712005.0,avastin,6
161712005.0,benadryl,15
161712005.0,benicar,3
161712005.0,bevacizumab,31
161712005.0,budesonide,12
161712005.0,buprenorphine,8
161712005.0,capecitabine,43
161712005.0,castor oil,28
161712005.0,celebrex,9
161712005.0,celecoxib,24
161712005.0,cialis,154
161712005.0,cinacalcet,3
161712005.0,crestor,8
161712005.0,cymbalta,12
161712005.0,dabigatran,5
161712005.0,denosumab,223
161712005.0,dexlansoprazole,1
161712005.0,diovan,3
161712005.0,divalproex sodium,1
161712005.0,doxycycline,41
161712005.0,duloxetine,28
161712005.0,enbrel,5
161712005.0,epoetin alfa,2
161712005.0,esomeprazole,5
161712005.0,eszopiclone,13
161712005.0,etanercept,15
161712005.0,everolimus,64
161712005.0,evista,108
161712005.0,ezetimibe,6
161712005.0,fenofibrate,12
161712005.0,fentanyl,9
161712005.0,filgrastim,6
161712005.0,glatiramer,3
161712005.0,heparin,108
161712005.0,herceptin,55
161712005.0,humalog,1
161712005.0,humalog kwikpen,1
161712005.0,humira,5
161712005.0,hydrocortisone cream,1
161712005.0,ibuprofen,95
161712005.0,imatinib,10
161712005.0,infliximab,13
161712005.0,insulin,3057
161712005.0,insulin detemir,1
161712005.0,insulin glargine,2
161712005.0,isentress,2
161712005.0,janumet,1
161712005.0,januvia,2
161712005.0,lantus,2
161712005.0,levemir,1
161712005.0,levothyroxine,86
161712005.0,lidocaine,42
161712005.0,lipitor,26
161712005.0,liraglutide,10
161712005.0,lisdexamfetamine,7
161712005.0,lovaza,1
161712005.0,lunesta,8
161712005.0,lyrica,7
161712005.0,melatonin,513
161712005.0,memantine,13
161712005.0,methylphenidate,17
161712005.0,metoprolol,19
161712005.0,mometasone,4
161712005.0,namenda,5
161712005.0,nasonex,3
161712005.0,neulasta,4
161712005.0,neupogen,5
161712005.0,nexium,19
161712005.0,nexplanon,9
161712005.0,nicotine,259
161712005.0,novolog,3
161712005.0,omalizumab,4
161712005.0,oseltamivir,2
161712005.0,oxycodone,9
161712005.0,oxycontin,8
161712005.0,palivizumab,1
161712005.0,paracetamol,32
161712005.0,pegfilgrastim,3
161712005.0,pemetrexed,7
161712005.0,pepto bismol,1
161712005.0,pitocin,4
161712005.0,pradaxa,3
161712005.0,pregabalin,24
161712005.0,quetiapine,13
161712005.0,rabeprazole,2
161712005.0,raloxifene,649
161712005.0,raltegravir,5
161712005.0,ranibizumab,1
161712005.0,rebif,1
161712005.0,remicade,4
161712005.0,restasis,2
161712005.0,reyataz,2
161712005.0,ritalin,19
161712005.0,rituximab,15
161712005.0,rivaroxaban,4
161712005.0,rosuvastatin,15
161712005.0,sensipar,1
161712005.0,seroquel xr,1
161712005.0,sildenafil,87
161712005.0,sitagliptin,7
161712005.0,solifenacin,1
161712005.0,stelara,3
161712005.0,suboxone,2
161712005.0,symbicort,1
161712005.0,synagis,1
161712005.0,synthroid,57
161712005.0,tadalafil,27
161712005.0,tamiflu,1
161712005.0,trastuzumab,208
161712005.0,triamcinolone,8
161712005.0,truvada,3
161712005.0,tylenol pm,4
161712005.0,vaccines,149
161712005.0,valsartan,10
161712005.0,ventolin hfa,1
161712005.0,vesicare,1
161712005.0,viagra,458
161712005.0,victoza,1
161712005.0,vytorin,1
161712005.0,vyvanse,2
161712005.0,warfarin,109
161712005.0,xarelto,4
161712005.0,xeloda,5
161712005.0,xgeva,9
161712005.0,xolair,2
161712005.0,zetia,1
18193002.0,adderall,2
18193002.0,aripiprazole,1
18193002.0,aspirin,12
18193002.0,buprenorphine,1
18193002.0,cialis,9
18193002.0,cinacalcet,1
18193002.0,crestor,1
18193002.0,cymbalta,1
18193002.0,hydrocortisone cream,1
18193002.0,ibuprofen,6
18193002.0,insulin,9
18193002.0,nexplanon,1
18193002.0,nicotine,5
18193002.0,oxycodone,1
18193002.0,oxycontin,1
18193002.0,quetiapine,1
18193002.0,suboxone,1
18193002.0,tadalafil,2
18193002.0,tamiflu,2
18193002.0,truvada,1
18193002.0,vaccines,3
18193002.0,viagra,8
18718003.0,abatacept,1
18718003.0,acetaminophen,6
18718003.0,adalimumab,3
18718003.0,adderall,2
18718003.0,aspirin,38
18718003.0,atorvastatin,2
18718003.0,benadryl,1
18718003.0,bevacizumab,2
18718003.0,budesonide,3
18718003.0,buprenorphine,3
18718003.0,castor oil,1
18718003.0,cialis,11
18718003.0,denosumab,1
18718003.0,diovan,1
18718003.0,doxycycline,42
18718003.0,etanercept,2
18718003.0,everolimus,3
18718003.0,fenofibrate,2
18718003.0,fentanyl,1
18718003.0,fluticasone propionate,1
18718003.0,gilenya,1
18718003.0,glatiramer,7
18718003.0,heparin,8
18718003.0,herceptin,2
18718003.0,ibuprofen,12
18718003.0,imatinib,2
18718003.0,infliximab,4
18718003.0,insulin,124
18718003.0,lantus,1
18718003.0,lidocaine,12
18718003.0,lipitor,1
18718003.0,melatonin,12
18718003.0,mometasone,2
18718003.0,nicotine,62
18718003.0,omalizumab,1
18718003.0,oseltamivir,3
18718003.0,oxycodone,2
18718003.0,paracetamol,7
18718003.0,quetiapine,1
18718003.0,rabeprazole,1
18718003.0,raloxifene,1
18718003.0,ranibizumab,1
18718003.0,rebif,1
18718003.0,remicade,1
18718003.0,rituximab,6
18718003.0,sildenafil,2
18718003.0,synthroid,1
18718003.0,tadalafil,3
18718003.0,triamcinolone,7
18718003.0,ustekinumab,3
18718003.0,vaccines,16
18718003.0,viagra,24
18718003.0,warfarin,9
18718003.0,xeloda,1
195967001.0,abatacept,25
195967001.0,abilify,36
195967001.0,abiraterone,1
195967001.0,acetaminophen,623
195967001.0,aciphex,9
195967001.0,adalimumab,100
195967001.0,adderall,60
195967001.0,adderall xr,2
195967001.0,afinitor,2
195967001.0,alimta,3
195967001.0,androgel,1
195967001.0,aranesp,2
195967001.0,aripiprazole,34
195967001.0,aspirin,4096
195967001.0,atazanavir,24
195967001.0,atorvastatin,104
195967001.0,atripla,1
195967001.0,avastin,23
195967001.0,avonex,7
195967001.0,benadryl,167
195967001.0,benicar,13
195967001.0,bevacizumab,33
195967001.0,budesonide,2685
195967001.0,buprenorphine,42
195967001.0,capecitabine,13
195967001.0,castor oil,57
195967001.0,celebrex,67
195967001.0,celecoxib,98
195967001.0,cialis,312
195967001.0,cinacalcet,7
195967001.0,complera,4
195967001.0,copaxone,13
195967001.0,crestor,36
195967001.0,cymbalta,50
195967001.0,dabigatran,14
195967001.0,darbepoetin alfa,1
195967001.0,darunavir,7
195967001.0,denosumab,19
195967001.0,dexilant,3
195967001.0,dexlansoprazole,3
195967001.0,diovan,30
195967001.0,divalproex sodium,8
195967001.0,doxycycline,225
195967001.0,duloxetine,35
195967001.0,enbrel,35
195967001.0,epoetin alfa,1
195967001.0,epogen,3
195967001.0,esomeprazole,66
195967001.0,eszopiclone,7
195967001.0,etanercept,141
195967001.0,everolimus,13
195967001.0,evista,6
195967001.0,ezetimibe,26
195967001.0,fenofibrate,25
195967001.0,fentanyl,131
195967001.0,filgrastim,7
195967001.0,fingolimod,22
195967001.0,flovent hfa,22
195967001.0,fluticasone propionate,1286
195967001.0,gilenya,5
195967001.0,glatiramer,11
195967001.0,gravol,1
195967001.0,heparin,374
195967001.0,herceptin,18
195967001.0,humalog,11
195967001.0,humira,35
195967001.0,hydrocodone bitartrate,6
195967001.0,hydrocortisone cream,8
195967001.0,ibuprofen,719
195967001.0,imatinib,79
195967001.0,infliximab,158
195967001.0,insulin,2913
195967001.0,insulin aspart,10
195967001.0,insulin detemir,3
195967001.0,insulin glargine,9
195967001.0,insulin lispro,12
195967001.0,isentress,1
195967001.0,janumet,7
195967001.0,januvia,25
195967001.0,lantus,15
195967001.0,lantus solostar,1
195967001.0,levemir,3
195967001.0,levothyroxine,88
195967001.0,lidocaine,167
195967001.0,lipitor,74
195967001.0,liraglutide,10
195967001.0,lisdexamfetamine,1
195967001.0,lovaza,8
195967001.0,lucentis,8
195967001.0,lunesta,8
195967001.0,lyrica,127
195967001.0,melatonin,177
195967001.0,memantine,26
195967001.0,methylphenidate,77
195967001.0,metoprolol,205
195967001.0,mometasone,412
195967001.0,namenda,3
195967001.0,nasonex,63
195967001.0,neulasta,2
195967001.0,neupogen,1
195967001.0,nexium,88
195967001.0,nexplanon,6
195967001.0,nicotine,1916
195967001.0,novolog,13
195967001.0,omalizumab,1887
195967001.0,orencia,7
195967001.0,oseltamivir,258
195967001.0,oxycodone,82
195967001.0,oxycontin,36
195967001.0,palivizumab,149
195967001.0,paracetamol,579
195967001.0,pegfilgrastim,1
195967001.0,pemetrexed,6
195967001.0,pepto bismol,3
195967001.0,pitocin,6
195967001.0,pradaxa,3
195967001.0,pregabalin,34
195967001.0,prevnar 13,6
195967001.0,prezista,3
195967001.0,proair hfa,26
195967001.0,quetiapine,34
195967001.0,rabeprazole,18
195967001.0,raloxifene,20
195967001.0,raltegravir,8
195967001.0,ranibizumab,11
195967001.0,rebif,5
195967001.0,remicade,41
195967001.0,renvela,1
195967001.0,restasis,10
195967001.0,reyataz,5
195967001.0,ritalin,91
195967001.0,rituximab,119
195967001.0,rivaroxaban,15
195967001.0,rosuvastatin,53
195967001.0,sensipar,1
195967001.0,seroquel xr,2
195967001.0,sildenafil,133
195967001.0,sitagliptin,29
195967001.0,solifenacin,11
195967001.0,stelara,8
195967001.0,stribild,6
195967001.0,suboxone,13
195967001.0,symbicort,426
195967001.0,synagis,27
195967001.0,synthroid,64
195967001.0,tadalafil,72
195967001.0,tamiflu,128
195967001.0,telaprevir,5
195967001.0,tiotropium bromide,178
195967001.0,trastuzumab,27
195967001.0,triamcinolone,424
195967001.0,truvada,2
195967001.0,tylenol pm,1
195967001.0,ustekinumab,25
195967001.0,vaccines,2304
195967001.0,valsartan,30
195967001.0,ventolin hfa,68
195967001.0,vesicare,3
195967001.0,viagra,466
195967001.0,victoza,1
195967001.0,vytorin,14
195967001.0,vyvanse,11
195967001.0,warfarin,344
195967001.0,xarelto,7
195967001.0,xeloda,4
195967001.0,xgeva,3
195967001.0,xolair,343
195967001.0,zetia,6
200936003.0,abatacept,172
200936003.0,abilify,3
200936003.0,acetaminophen,91
200936003.0,aciphex,3
200936003.0,adalimumab,292
200936003.0,adderall,4
200936003.0,alimta,1
200936003.0,aripiprazole,8
200936003.0,aspirin,819
200936003.0,atazanavir,8
200936003.0,atorvastatin,87
200936003.0,atripla,2
200936003.0,avastin,12
200936003.0,avonex,5
200936003.0,benadryl,10
200936003.0,benicar,5
200936003.0,bevacizumab,40
200936003.0,budesonide,14
200936003.0,buprenorphine,4
200936003.0,capecitabine,16
200936003.0,castor oil,8
200936003.0,celebrex,27
200936003.0,celecoxib,36
200936003.0,cialis,79
200936003.0,cinacalcet,6
200936003.0,copaxone,2
200936003.0,crestor,5
200936003.0,cymbalta,25
200936003.0,dabigatran,53
200936003.0,darbepoetin alfa,2
200936003.0,denosumab,14
200936003.0,dexlansoprazole,3
200936003.0,diovan,6
200936003.0,divalproex sodium,1
200936003.0,doxycycline,133
200936003.0,duloxetine,10
200936003.0,enbrel,47
200936003.0,epoetin alfa,1
200936003.0,epogen,1
200936003.0,esomeprazole,11
200936003.0,eszopiclone,2
200936003.0,etanercept,319
200936003.0,everolimus,16
200936003.0,evista,3
200936003.0,ezetimibe,8
200936003.0,fenofibrate,3
200936003.0,fentanyl,10
200936003.0,filgrastim,7
200936003.0,fingolimod,28
200936003.0,fluticasone propionate,2
200936003.0,gilenya,2
200936003.0,glatiramer,16
200936003.0,gravol,1
200936003.0,heparin,967
200936003.0,herceptin,4
200936003.0,humira,83
200936003.0,hydrocortisone cream,5
200936003.0,ibuprofen,213
200936003.0,imatinib,38
200936003.0,infliximab,510
200936003.0,insulin,1441
200936003.0,isentress,1
200936003.0,levemir,1
200936003.0,levothyroxine,52
200936003.0,lidocaine,42
200936003.0,lipitor,16
200936003.0,liraglutide,3
