,disease,BioMistral/BioMistral-7B,EleutherAI/pile-t5-base,EleutherAI/pile-t5-large,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b-deduped,EleutherAI/pythia-70m-deduped,HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen1.5-72B,Qwen/Qwen1.5-72B-Chat,Qwen/Qwen1.5-7B,Qwen/Qwen1.5-7B-Chat,allenai/tulu-2-70b,allenai/tulu-2-7b,allenai/tulu-2-dpo-70b,allenai/tulu-2-dpo-7b,cohere,epfl-llm/meditron-70b,epfl-llm/meditron-7b,gpt-35-turbo-0613,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,state-spaces/mamba-1.4b,state-spaces/mamba-130m,state-spaces/mamba-2.8b,state-spaces/mamba-2.8b-slimpj,state-spaces/mamba-370m,state-spaces/mamba-790m
en,dementia,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.0,0.0,-0.6,-0.6,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.0,-0.39999999999999997,0.19999999999999998,-0.6,0.19999999999999998,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.6,-0.6,-0.6,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998
en,Hepatitis B,0.0,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.0,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,0.19999999999999998,-0.39999999999999997,0.19999999999999998,-0.7999999999999999,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,0.19999999999999998,-0.39999999999999997,-0.6,-0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.19999999999999998
en,mental illness,0.0,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.0,0.0,0.0,-0.39999999999999997,-0.39999999999999997,0.0,-0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.0,-0.6,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.0,0.19999999999999998,0.39999999999999997,0.0,-0.39999999999999997,0.19999999999999998,0.0,0.19999999999999998
en,suicide,0.0,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.0,0.0,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,0.0,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.6,0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.0,0.19999999999999998,0.39999999999999997,0.0,0.19999999999999998,0.0,0.0,0.0
en,Tuberculoses,0.19999999999999998,0.6,0.6,0.0,0.0,-0.19999999999999998,0.0,-0.19999999999999998,-0.19999999999999998,0.0,0.7999999999999999,0.7999999999999999,0.0,-0.19999999999999998,0.19999999999999998,0.39999999999999997,0.7999999999999999,0.19999999999999998,0.7999999999999999,0.19999999999999998,-0.6,0.7999999999999999,0.6,-0.19999999999999998,0.19999999999999998,0.7999999999999999,0.19999999999999998,0.7999999999999999,0.7999999999999999,0.19999999999999998,0.0,0.0,-0.39999999999999997,0.0,-0.19999999999999998,-0.19999999999999998
zh,arthritis,0.19999999999999998,0.19999999999999998,0.0,0.39999999999999997,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,-0.6,-0.6,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998
zh,asthma,-0.6,0.0,0.0,-0.6,0.19999999999999998,0.19999999999999998,0.0,0.0,0.0,-0.6,0.0,0.0,-0.39999999999999997,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.6
zh,cardiovascular disease,-0.39999999999999997,0.0,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,-0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.6,0.19999999999999998,0.19999999999999998,-0.6,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.39999999999999997
zh,chronic kidney disease,0.0,0.0,0.0,-0.3333333333333334,0.0,-0.3333333333333334,0.0,0.0,-0.3333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333334,0.6666666666666669,0.0,0.3333333333333334,0.0,0.3333333333333334,0.0,0.0,0.0,0.6666666666666669,0.0,0.0,0.0,0.0,-0.3333333333333334,0.0,0.0,-0.3333333333333334,0.0,0.0,0.0,-0.3333333333333334
zh,coronary artery disease,0.39999999999999997,0.0,0.0,0.39999999999999997,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.6,-0.6,0.0,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997
zh,deafness,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,0.0,0.0,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.0,0.6,0.6,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.0,-0.19999999999999998,-0.19999999999999998,0.0
zh,diabetes,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.6,-0.6,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0
zh,Hypertension,-0.6,0.0,0.0,-0.6,-0.6,0.0,-0.6,-0.6,0.0,-0.6,-0.6,-0.6,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,-0.6,-0.39999999999999997,-0.6,-0.6,0.7999999999999999,-0.6,-0.6,-0.19999999999999998,-0.6,-0.6,-0.6,-0.6,0.0,-0.6,-0.6,0.19999999999999998,-0.6,-0.6,-0.6,0.0
zh,liver failure,-0.6,-0.6,0.39999999999999997,-0.39999999999999997,-0.6,0.39999999999999997,-0.6,-0.6,-0.39999999999999997,-0.6,-0.6,-0.6,-0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,-0.6,-0.6,-0.6,-0.6,0.0,-0.6,-0.6,0.0,0.39999999999999997,-0.6,-0.6,-0.6,-0.39999999999999997,-0.6,-0.6,0.6,-0.6,-0.6,-0.6,-0.39999999999999997
zh,perforated ulcer,0.39999999999999997,0.0,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.6,-0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997
zh,tinnitus,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.6,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.19999999999999998
zh,visual anomalies,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.6,0.7999999999999999,0.19999999999999998,0.0,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.19999999999999998
zh,acne,0.39999999999999997,-0.6,-0.6,-0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.19999999999999998,0.39999999999999997,0.39999999999999997,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.6,0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.39999999999999997,0.39999999999999997,0.39999999999999997,-0.39999999999999997
zh,covid-19,0.0,0.0,0.0,0.3333333333333334,0.0,0.3333333333333334,0.0,0.0,0.3333333333333334,0.0,0.0,0.0,0.6666666666666669,0.6666666666666669,0.3333333333333334,0.3333333333333334,0.0,0.0,0.0,0.0,-0.3333333333333334,0.0,0.0,0.6666666666666669,0.0,0.0,0.0,0.0,0.3333333333333334,0.0,0.0,0.3333333333333334,0.0,0.0,0.0,0.3333333333333334
zh,crohn’s disease,-0.39999999999999997,0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.6,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.39999999999999997,0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.39999999999999997,0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.19999999999999998
zh,dementia,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,0.0,-0.19999999999999998,0.0,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.0,-0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.6,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.0,-0.39999999999999997,-0.39999999999999997,-0.39999999999999997,0.0
zh,Hepatitis B,-0.19999999999999998,-0.19999999999999998,-0.39999999999999997,0.39999999999999997,-0.19999999999999998,-0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.39999999999999997,-0.19999999999999998,-0.19999999999999998,0.19999999999999998,-0.19999999999999998,-0.19999999999999998,-0.19999999999999998,0.39999999999999997
zh,mental illness,0.19999999999999998,0.0,0.0,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.0,-0.6,-0.39999999999999997,0.19999999999999998,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998
zh,suicide,0.19999999999999998,0.19999999999999998,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.0,0.0,-0.6,-0.6,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,-0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997
zh,Tuberculoses,0.6,0.0,0.0,0.0,0.6,-0.19999999999999998,0.6,0.6,0.0,0.0,0.6,0.6,0.0,0.0,-0.19999999999999998,-0.19999999999999998,0.6,0.6,0.6,0.6,-0.7999999999999999,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.0,0.6,0.6,-0.19999999999999998,0.6,0.6,0.6,-0.19999999999999998
es,arthritis,0.6,0.39999999999999997,-0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.0,0.39999999999999997,0.39999999999999997,0.0,0.0,0.19999999999999998,0.0,0.39999999999999997,-0.6,0.39999999999999997,-0.6,-0.19999999999999998,0.39999999999999997,-0.6,0.6,0.39999999999999997,0.39999999999999997,-0.6,-0.6,0.6,0.39999999999999997,0.6,0.39999999999999997,0.6,0.6,0.6,0.0
es,asthma,0.0,-0.6,0.39999999999999997,0.0,-0.19999999999999998,0.0,0.0,0.0,0.0,-0.19999999999999998,0.0,0.0,-0.7999999999999999,-0.19999999999999998,-0.7999999999999999,-0.7999999999999999,-0.6,0.39999999999999997,-0.6,0.39999999999999997,0.19999999999999998,-0.6,0.39999999999999997,0.39999999999999997,-0.6,-0.6,0.39999999999999997,0.39999999999999997,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.6
es,cardiovascular disease,0.19999999999999998,-0.39999999999999997,-0.39999999999999997,0.19999999999999998,-0.7999999999999999,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,-0.7999999999999999,0.19999999999999998,0.19999999999999998,-0.6,0.0,0.0,-0.6,-0.39999999999999997,0.6,-0.39999999999999997,0.6,-0.7999999999999999,-0.39999999999999997,0.6,0.0,-0.39999999999999997,-0.39999999999999997,0.6,0.6,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997
es,chronic kidney disease,-0.6666666666666669,0.6666666666666669,-0.3333333333333334,-0.6666666666666669,-0.6666666666666669,-0.6666666666666669,-0.6666666666666669,-0.6666666666666669,-0.6666666666666669,-0.6666666666666669,-0.3333333333333334,-0.3333333333333334,0.0,0.0,0.0,-0.3333333333333334,-0.3333333333333334,0.6666666666666669,-0.3333333333333334,0.6666666666666669,0.3333333333333334,-0.3333333333333334,0.6666666666666669,-0.3333333333333334,-0.3333333333333334,-0.3333333333333334,0.6666666666666669,0.6666666666666669,-0.3333333333333334,-0.3333333333333334,-0.6666666666666669,-0.3333333333333334,-0.6666666666666669,-0.6666666666666669,-0.6666666666666669,-0.3333333333333334
es,coronary artery disease,0.6,0.39999999999999997,-0.6,0.6,0.6,0.6,0.6,0.0,0.6,0.0,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.39999999999999997,-0.6,0.39999999999999997,-0.6,-0.39999999999999997,0.39999999999999997,-0.6,0.19999999999999998,0.39999999999999997,0.39999999999999997,-0.6,-0.6,0.6,0.6,0.6,0.39999999999999997,0.6,0.6,0.6,0.0
