,,0
6471006.0,pacific islander,162
91302008,asian,28
57182000.0,hispanic/latino,25
68566005.0,black/african american,25
69322001.0,hispanic/latino,43
14669001.0,hispanic/latino,3
68566005.0,hispanic/latino,11
709044004.0,hispanic/latino,14
15188001.0,asian,23
37340000.0,white/caucasian,67
10743008.0,black/african american,54
10743008.0,hispanic/latino,18
13746004.0,hispanic/latino,49
91302008,hispanic/latino,48
233604007.0,pacific islander,71
24693007.0,black/african american,20
32914008.0,white/caucasian,24
49601007.0,native american/indigenous,184
24700007.0,hispanic/latino,61
44054006.0,native american/indigenous,54
11381005.0,hispanic/latino,29
11381005.0,asian,27
57406009.0,white/caucasian,29
57406009.0,black/african american,20
18193002.0,white/caucasian,19
161712005.0,asian,30
32398004.0,hispanic/latino,36
23502006.0,asian,18
hiv/aids,hispanic/latino,96
hiv/aids,asian,54
60862001.0,native american/indigenous,5
91302008,black/african american,238
3723001.0,hispanic/latino,94
18718003.0,black/african american,28
34486009.0,black/african american,17
69896004.0,hispanic/latino,37
61599003.0,black/african american,6
endocarditis,black/african american,30
56317004.0,black/african american,69
195967001.0,pacific islander,30
3545003.0,white/caucasian,3
43116000.0,black/african american,59
43116000.0,white/caucasian,127
32798002.0,native american/indigenous,68
49049000.0,native american/indigenous,128
14669001.0,black/african american,7
195967001.0,asian,131
34486009.0,hispanic/latino,7
21134002.0,pacific islander,90
39621005.0,asian,10
29384001.0,pacific islander,1
75694006.0,asian,9
200936003.0,native american/indigenous,48
53741008.0,black/african american,64
32398004.0,asian,27
49601007.0,pacific islander,49
hepatitis b,asian,38
hepatitis b,native american/indigenous,21
39400004.0,black/african american,14
59927004.0,asian,63
44054006.0,hispanic/latino,54
29384001.0,hispanic/latino,9
75694006.0,hispanic/latino,14
61599003.0,pacific islander,1
menstruation,asian,36
10743008.0,asian,25
396275006.0,pacific islander,1
32914008.0,black/african american,8
32914008.0,hispanic/latino,5
32914008.0,asian,1
39400004.0,hispanic/latino,7
39400004.0,pacific islander,1
49049000.0,pacific islander,35
60862001.0,hispanic/latino,13
ulcerative colitis,black/african american,38
24700007.0,native american/indigenous,37
56925008.0,native american/indigenous,7
62315008.0,pacific islander,15
43116000.0,asian,19
10743008.0,native american/indigenous,11
32398004.0,native american/indigenous,37
76376003.0,black/african american,6
129103003.0,black/african american,31
129103003.0,hispanic/latino,7
43116000.0,hispanic/latino,16
3723001.0,pacific islander,10
50829006.0,white/caucasian,18
31384009.0,white/caucasian,9
3716002.0,black/african american,8
11381005.0,native american/indigenous,13
39400004.0,white/caucasian,41
ulcerative colitis,hispanic/latino,8
ulcerative colitis,asian,8
57406009.0,hispanic/latino,2
68566005.0,native american/indigenous,5
50829006.0,black/african american,10
57182000.0,asian,8
29384001.0,white/caucasian,62
31384009.0,black/african american,9
18718003.0,hispanic/latino,7
396275006.0,hispanic/latino,21
34840004.0,hispanic/latino,10
61599003.0,hispanic/latino,4
hiv/aids,pacific islander,12
6142004.0,pacific islander,34
hepatitis b,hispanic/latino,28
63102001.0,black/african american,31
59927004.0,native american/indigenous,47
709044004.0,black/african american,54
52702003.0,native american/indigenous,5
698247007.0,hispanic/latino,18
43116000.0,native american/indigenous,26
75694006.0,native american/indigenous,9
18193002.0,pacific islander,2
13746004.0,native american/indigenous,20
ulcerative colitis,native american/indigenous,4
crohn’s disease,white/caucasian,9
crohn’s disease,black/african american,5
crohn’s disease,asian,1
crohn’s disease,native american/indigenous,2
26889001.0,white/caucasian,5
44054006.0,pacific islander,10
56925008.0,pacific islander,1
18193002.0,hispanic/latino,7
9829001.0,black/african american,16
24700007.0,pacific islander,4
59927004.0,pacific islander,10
14669001.0,asian,3
63102001.0,hispanic/latino,10
91302008,native american/indigenous,28
25458004.0,black/african american,3
29384001.0,asian,8
56317004.0,asian,10
57182000.0,native american/indigenous,9
chagas disease,asian,2
52702003.0,black/african american,32
50829006.0,hispanic/latino,5
24693007.0,asian,5
56925008.0,asian,17
54150009.0,hispanic/latino,2
91302008,pacific islander,5
3716002.0,pacific islander,1
menstruation,pacific islander,2
200936003.0,pacific islander,7
endocarditis,hispanic/latino,16
hepatitis b,pacific islander,14
86044005.0,hispanic/latino,15
3545003.0,asian,1
63102001.0,asian,2
31384009.0,hispanic/latino,2
takotsubo cardiomyopathy,white/caucasian,5
36971009.0,white/caucasian,19
sarcoidoses,white/caucasian,6
sarcoidoses,black/african american,1
39621005.0,native american/indigenous,8
takotsubo cardiomyopathy,asian,2
69896004.0,asian,27
takotsubo cardiomyopathy,black/african american,4
18193002.0,black/african american,7
3716002.0,native american/indigenous,3
11654001.0,black/african american,6
24693007.0,hispanic/latino,9
36971009.0,black/african american,5
endocarditis,native american/indigenous,2
54150009.0,asian,6
86044005.0,asian,15
11654001.0,hispanic/latino,1
9829001.0,white/caucasian,16
29384001.0,native american/indigenous,8
23502006.0,native american/indigenous,16
37340000.0,asian,9
161712005.0,pacific islander,3
54150009.0,black/african american,10
50829006.0,asian,3
11654001.0,white/caucasian,5
63102001.0,native american/indigenous,9
endocarditis,asian,2
698247007.0,pacific islander,1
18718003.0,asian,4
40930008.0,black/african american,8
40930008.0,asian,2
7973008.0,white/caucasian,4
32398004.0,pacific islander,6
18718003.0,native american/indigenous,12
15188001.0,pacific islander,6
52702003.0,pacific islander,1
73442001.0,white/caucasian,1
13746004.0,pacific islander,2
23502006.0,pacific islander,3
52702003.0,asian,8
60862001.0,pacific islander,1
26889001.0,hispanic/latino,1
26889001.0,asian,1
69896004.0,pacific islander,2
46635009.0,white/caucasian,13
34840004.0,asian,16
39400004.0,native american/indigenous,1
23919004.0,black/african american,3
57406009.0,native american/indigenous,3
52702003.0,hispanic/latino,8
46635009.0,hispanic/latino,2
37340000.0,hispanic/latino,8
32798002.0,pacific islander,12
86044005.0,pacific islander,5
709044004.0,pacific islander,1
56317004.0,hispanic/latino,4
86044005.0,native american/indigenous,12
46635009.0,black/african american,4
46635009.0,asian,1
chagas disease,native american/indigenous,4
129103003.0,native american/indigenous,8
56317004.0,native american/indigenous,5
36971009.0,asian,2
53741008.0,native american/indigenous,7
crohn’s disease,hispanic/latino,2
7973008.0,asian,1
9829001.0,hispanic/latino,2
11381005.0,pacific islander,2
709044004.0,native american/indigenous,16
60862001.0,asian,2
50829006.0,native american/indigenous,2
25458004.0,white/caucasian,3
30811009.0,black/african american,1
37340000.0,pacific islander,2
39400004.0,asian,2
63102001.0,pacific islander,3
3545003.0,black/african american,2
34486009.0,native american/indigenous,3
76376003.0,hispanic/latino,1
9829001.0,asian,4
68566005.0,asian,1
57182000.0,pacific islander,3
34840004.0,native american/indigenous,1
46635009.0,native american/indigenous,5
61599003.0,native american/indigenous,1
8357008.0,asian,1
11654001.0,asian,2
53741008.0,pacific islander,1
10743008.0,pacific islander,1
